County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Fairfax city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Falls Church city, Virginia","Falls Church city, Virginia",,,,,,,,,,,,,,,,,
"Falls Church city, Virginia",    Households,"5,631",0.80%,0.20%,3.50%,3.30%,3.50%,9.60%,13.50%,16.60%,16.60%,32.50%,"146,922","183,898",,18.40%,(X),(X)
"Falls Church city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Falls Church city, Virginia",    Families,"3,555",0.50%,0.30%,1.50%,2.60%,1.70%,4.90%,9.90%,16.30%,18.10%,44.20%,"182,567","223,176",,(X),19.90%,(X)
"Falls Church city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Falls Church city, Virginia",    Married-couple families,"2,880",0.40%,0.00%,0.40%,0.70%,1.50%,2.80%,9.30%,15.00%,17.00%,52.90%,"205,773",N,,(X),(X),(X)
"Falls Church city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Falls Church city, Virginia",    Nonfamily households,"2,076",1.40%,0.00%,7.80%,4.60%,7.50%,17.10%,19.40%,19.30%,14.50%,8.40%,"86,978","108,433",,(X),(X),14.00%
"Falls Church city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Franklin city, Virginia","Franklin city, Virginia",,,,,,,,,,,,,,,,,
"Franklin city, Virginia",    Households,"3,516",8.40%,4.50%,12.20%,10.50%,15.00%,25.50%,5.80%,15.20%,2.60%,0.30%,"49,811","58,167",,42.90%,(X),(X)
"Franklin city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Franklin city, Virginia",    Families,"2,314",5.70%,0.90%,5.00%,9.80%,20.40%,22.80%,8.80%,23.10%,3.00%,0.50%,"61,558","69,740",,(X),42.40%,(X)
"Franklin city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Franklin city, Virginia",    Married-couple families,"1,440",1.00%,0.40%,0.20%,5.30%,15.10%,27.90%,10.30%,35.30%,3.50%,0.80%,"74,929",N,,(X),(X),(X)
"Franklin city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Franklin city, Virginia",    Nonfamily households,"1,202",13.40%,11.40%,26.00%,11.80%,4.70%,30.70%,0.00%,0.00%,1.90%,0.00%,"24,265","35,829",,(X),(X),44.00%
"Franklin city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Fredericksburg city, Virginia","Fredericksburg city, Virginia",,,,,,,,,,,,,,,,,
"Fredericksburg city, Virginia",    Households,"11,059",5.20%,4.70%,8.20%,5.80%,10.10%,18.80%,14.60%,13.90%,10.70%,7.90%,"69,528","93,458",,28.60%,(X),(X)
"Fredericksburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Fredericksburg city, Virginia",    Families,"5,646",1.70%,1.40%,5.00%,4.40%,8.70%,15.40%,16.00%,17.50%,16.10%,13.70%,"94,833","124,093",,(X),33.40%,(X)
"Fredericksburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Fredericksburg city, Virginia",    Married-couple families,"4,181",0.70%,1.00%,3.60%,2.40%,3.20%,15.60%,16.00%,20.80%,19.00%,17.80%,"124,612",N,,(X),(X),(X)
"Fredericksburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Fredericksburg city, Virginia",    Nonfamily households,"5,413",8.90%,8.40%,11.70%,8.60%,12.10%,20.70%,13.80%,10.30%,3.60%,1.80%,"50,168","58,517",,(X),(X),23.00%
"Fredericksburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Galax city, Virginia","Galax city, Virginia",,,,,,,,,,,,,,,,,
"Galax city, Virginia",    Households,"2,614",8.00%,11.20%,16.60%,14.00%,16.80%,11.80%,7.50%,4.90%,1.50%,7.70%,"35,184","58,434",,28.10%,(X),(X)
"Galax city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Galax city, Virginia",    Families,"1,629",3.90%,3.70%,14.50%,13.80%,19.10%,14.50%,8.90%,7.40%,2.00%,12.30%,"46,271","76,583",,(X),24.00%,(X)
"Galax city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Galax city, Virginia",    Married-couple families,"1,177",3.10%,0.00%,16.10%,13.50%,11.80%,14.90%,12.30%,10.30%,1.40%,16.70%,"56,121",N,,(X),(X),(X)
"Galax city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Galax city, Virginia",    Nonfamily households,985,14.70%,23.70%,20.10%,16.40%,11.10%,7.20%,5.30%,0.70%,0.80%,0.00%,"18,841","28,174",,(X),(X),34.90%
"Galax city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hampton city, Virginia","Hampton city, Virginia",,,,,,,,,,,,,,,,,
"Hampton city, Virginia",    Households,"54,847",7.20%,4.20%,8.30%,9.80%,14.00%,20.20%,13.20%,14.50%,5.10%,3.40%,"57,041","72,636",,37.30%,(X),(X)
"Hampton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hampton city, Virginia",    Families,"32,490",4.20%,3.10%,6.10%,8.20%,11.50%,20.70%,16.70%,17.80%,7.30%,4.50%,"70,165","84,685",,(X),39.30%,(X)
"Hampton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hampton city, Virginia",    Married-couple families,"20,198",1.00%,1.30%,2.80%,4.90%,9.90%,19.50%,20.40%,23.40%,10.30%,6.40%,"84,683","101,997",,(X),(X),(X)
"Hampton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hampton city, Virginia",    Nonfamily households,"22,357",12.10%,6.80%,11.70%,12.60%,18.00%,20.50%,7.20%,7.80%,1.90%,1.40%,"40,306","51,792",,(X),(X),32.60%
"Hampton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Harrisonburg city, Virginia","Harrisonburg city, Virginia",,,,,,,,,,,,,,,,,
"Harrisonburg city, Virginia",    Households,"16,751",8.80%,5.90%,11.10%,10.50%,14.90%,18.70%,11.00%,11.30%,4.50%,3.30%,"49,117","66,809",,36.00%,(X),(X)
"Harrisonburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Harrisonburg city, Virginia",    Families,"9,356",3.70%,3.70%,6.60%,11.20%,14.80%,18.40%,13.90%,16.60%,6.50%,4.70%,"65,160","80,469",,(X),32.40%,(X)
"Harrisonburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Harrisonburg city, Virginia",    Married-couple families,"6,205",2.20%,1.20%,3.30%,6.30%,14.90%,19.40%,17.50%,20.60%,8.90%,5.80%,"78,468",N,,(X),(X),(X)
"Harrisonburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Harrisonburg city, Virginia",    Nonfamily households,"7,395",15.90%,8.70%,19.00%,11.70%,13.40%,17.10%,6.90%,5.00%,1.30%,1.10%,"30,732","46,566",,(X),(X),38.90%
"Harrisonburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hopewell city, Virginia","Hopewell city, Virginia",,,,,,,,,,,,,,,,,
"Hopewell city, Virginia",    Households,"9,362",8.40%,9.70%,12.60%,9.20%,16.30%,16.20%,12.80%,10.00%,2.70%,2.10%,"43,262","56,054",,42.80%,(X),(X)
"Hopewell city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hopewell city, Virginia",    Families,"6,048",5.80%,7.60%,9.00%,7.90%,20.10%,15.30%,14.50%,13.90%,3.40%,2.60%,"49,580","63,688",,(X),43.80%,(X)
"Hopewell city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hopewell city, Virginia",    Married-couple families,"3,469",2.20%,0.30%,3.70%,4.80%,19.70%,18.50%,20.50%,21.00%,5.00%,4.50%,"76,231",N,,(X),(X),(X)
"Hopewell city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Hopewell city, Virginia",    Nonfamily households,"3,314",15.70%,13.70%,19.30%,12.20%,12.50%,14.90%,7.70%,2.50%,0.50%,1.10%,"25,772","37,089",,(X),(X),36.50%
"Hopewell city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lexington city, Virginia","Lexington city, Virginia",,,,,,,,,,,,,,,,,
"Lexington city, Virginia",    Households,"2,066",9.80%,12.10%,6.40%,6.30%,15.10%,14.60%,16.30%,14.20%,2.60%,2.60%,"50,714","63,509",,34.00%,(X),(X)
"Lexington city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lexington city, Virginia",    Families,935,1.70%,0.00%,1.70%,2.80%,12.20%,20.40%,28.10%,22.70%,5.70%,4.70%,"83,522","94,525",,(X),36.10%,(X)
"Lexington city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lexington city, Virginia",    Married-couple families,759,0.00%,0.00%,0.00%,1.30%,9.70%,13.60%,34.70%,27.90%,7.00%,5.80%,"86,055",N,,(X),(X),(X)
"Lexington city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lexington city, Virginia",    Nonfamily households,"1,131",16.40%,22.20%,10.30%,10.10%,17.40%,8.80%,6.50%,7.30%,0.00%,0.90%,"25,323","37,680",,(X),(X),31.40%
"Lexington city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lynchburg city, Virginia","Lynchburg city, Virginia",,,,,,,,,,,,,,,,,
"Lynchburg city, Virginia",    Households,"28,223",7.60%,5.00%,9.50%,12.70%,16.00%,18.20%,14.10%,10.60%,3.50%,2.60%,"49,201","64,447",,43.40%,(X),(X)
"Lynchburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lynchburg city, Virginia",    Families,"16,743",4.80%,2.70%,6.40%,10.70%,14.20%,19.90%,16.70%,15.70%,4.90%,4.00%,"62,038","78,590",,(X),43.90%,(X)
"Lynchburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lynchburg city, Virginia",    Married-couple families,"11,200",1.30%,0.60%,3.00%,6.70%,12.90%,22.40%,20.20%,20.30%,7.20%,5.50%,"78,239","94,841",,(X),(X),(X)
"Lynchburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Lynchburg city, Virginia",    Nonfamily households,"11,480",12.40%,8.80%,15.20%,15.70%,17.00%,16.80%,9.60%,3.10%,0.90%,0.50%,"33,283","42,086",,(X),(X),41.80%
"Lynchburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas city, Virginia","Manassas city, Virginia",,,,,,,,,,,,,,,,,
"Manassas city, Virginia",    Households,"13,066",3.50%,2.10%,4.80%,6.20%,9.40%,17.10%,13.50%,20.90%,12.00%,10.60%,"86,227","104,775",,39.40%,(X),(X)
"Manassas city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas city, Virginia",    Families,"9,722",2.70%,1.30%,2.90%,4.90%,9.20%,17.30%,14.10%,20.80%,14.60%,12.20%,"96,157","111,000",,(X),42.40%,(X)
"Manassas city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas city, Virginia",    Married-couple families,"7,009",2.30%,0.80%,1.40%,2.80%,6.80%,14.60%,14.40%,23.90%,16.70%,16.30%,"111,299",N,,(X),(X),(X)
"Manassas city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas city, Virginia",    Nonfamily households,"3,344",6.00%,5.70%,11.00%,9.90%,12.00%,19.90%,11.50%,14.90%,6.00%,3.00%,"54,096","73,794",,(X),(X),27.60%
"Manassas city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas Park city, Virginia","Manassas Park city, Virginia",,,,,,,,,,,,,,,,,
"Manassas Park city, Virginia",    Households,"4,596",0.00%,1.30%,2.90%,5.90%,10.00%,26.00%,14.20%,20.00%,6.90%,12.90%,"81,639","107,098",,40.70%,(X),(X)
"Manassas Park city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas Park city, Virginia",    Families,"3,285",0.50%,0.60%,1.40%,4.40%,8.20%,33.00%,9.80%,21.60%,7.90%,12.50%,"79,375","111,562",,(X),45.60%,(X)
"Manassas Park city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas Park city, Virginia",    Married-couple families,"2,403",0.00%,0.80%,1.10%,4.10%,6.20%,32.20%,8.70%,21.60%,8.70%,16.50%,"91,949",N,,(X),(X),(X)
"Manassas Park city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Manassas Park city, Virginia",    Nonfamily households,"1,311",0.00%,3.00%,6.70%,11.00%,15.30%,21.40%,19.80%,14.80%,3.80%,4.20%,"60,912","73,931",,(X),(X),17.90%
"Manassas Park city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Martinsville city, Virginia","Martinsville city, Virginia",,,,,,,,,,,,,,,,,
"Martinsville city, Virginia",    Households,"5,597",10.70%,7.90%,17.70%,12.50%,16.70%,16.80%,5.30%,6.20%,3.10%,3.20%,"36,166","52,512",,46.60%,(X),(X)
"Martinsville city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Martinsville city, Virginia",    Families,"3,266",8.00%,6.00%,15.80%,12.00%,15.10%,17.30%,7.40%,9.50%,4.20%,4.80%,"43,784","62,182",,(X),52.60%,(X)
"Martinsville city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Martinsville city, Virginia",    Married-couple families,"1,804",1.70%,5.10%,8.00%,10.40%,13.50%,23.90%,11.70%,11.30%,7.40%,7.00%,"55,179",N,,(X),(X),(X)
"Martinsville city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Martinsville city, Virginia",    Nonfamily households,"2,331",15.60%,11.20%,21.60%,14.90%,15.00%,15.40%,2.20%,1.60%,1.60%,0.90%,"26,578","37,581",,(X),(X),37.50%
"Martinsville city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Newport News city, Virginia","Newport News city, Virginia",,,,,,,,,,,,,,,,,
"Newport News city, Virginia",    Households,"70,376",7.40%,4.20%,9.60%,9.40%,15.10%,20.60%,13.00%,13.40%,4.40%,3.00%,"54,511","70,330",,37.10%,(X),(X)
"Newport News city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Newport News city, Virginia",    Families,"42,567",5.20%,3.30%,6.00%,6.50%,15.20%,20.30%,14.90%,18.30%,5.80%,4.40%,"67,050","83,045",,(X),38.50%,(X)
"Newport News city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Newport News city, Virginia",    Married-couple families,"26,457",1.30%,1.50%,2.90%,2.20%,11.00%,21.60%,18.40%,25.80%,8.90%,6.40%,"89,026","104,583",,(X),(X),(X)
"Newport News city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Newport News city, Virginia",    Nonfamily households,"27,809",11.80%,6.50%,16.10%,12.80%,16.30%,20.00%,8.60%,5.20%,2.00%,0.70%,"37,427","47,701",,(X),(X),33.40%
"Newport News city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norfolk city, Virginia","Norfolk city, Virginia",,,,,,,,,,,,,,,,,
"Norfolk city, Virginia",    Households,"89,398",8.40%,4.50%,9.80%,10.90%,13.20%,19.40%,12.30%,12.50%,4.80%,4.10%,"53,026","73,862",,38.10%,(X),(X)
"Norfolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norfolk city, Virginia",    Families,"51,043",5.60%,2.80%,7.90%,9.60%,11.60%,19.90%,14.00%,16.50%,6.30%,5.80%,"64,390","87,332",,(X),38.50%,(X)
"Norfolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norfolk city, Virginia",    Married-couple families,"31,283",1.40%,1.00%,3.50%,6.10%,8.70%,20.50%,17.60%,23.60%,9.00%,8.60%,"84,876","110,150",,(X),(X),(X)
"Norfolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norfolk city, Virginia",    Nonfamily households,"38,355",12.80%,7.20%,13.30%,12.90%,15.80%,18.00%,9.60%,6.30%,2.40%,1.70%,"39,122","53,407",,(X),(X),36.10%
"Norfolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norton city, Virginia","Norton city, Virginia",,,,,,,,,,,,,,,,,
"Norton city, Virginia",    Households,"1,877",17.10%,14.00%,9.70%,12.70%,12.90%,12.90%,9.10%,6.50%,2.30%,2.80%,"30,518","48,995",,27.00%,(X),(X)
"Norton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norton city, Virginia",    Families,952,22.80%,4.70%,3.40%,8.60%,5.50%,23.70%,11.20%,10.90%,4.50%,4.60%,"56,863","65,769",,(X),36.90%,(X)
"Norton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norton city, Virginia",    Married-couple families,617,0.00%,7.30%,5.20%,8.40%,3.10%,35.00%,10.00%,16.90%,7.00%,7.10%,"72,648",N,,(X),(X),(X)
"Norton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Norton city, Virginia",    Nonfamily households,925,13.80%,23.60%,16.20%,14.40%,20.50%,2.90%,6.70%,1.00%,0.00%,0.90%,"21,012","30,585",,(X),(X),16.80%
"Norton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Petersburg city, Virginia","Petersburg city, Virginia",,,,,,,,,,,,,,,,,
"Petersburg city, Virginia",    Households,"13,231",11.70%,6.20%,12.80%,9.60%,19.80%,18.40%,11.60%,7.60%,1.10%,1.20%,"43,029","53,980",,43.50%,(X),(X)
"Petersburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Petersburg city, Virginia",    Families,"6,242",8.80%,3.70%,9.20%,9.30%,16.60%,20.20%,15.80%,13.10%,2.00%,1.20%,"51,659","63,847",,(X),54.50%,(X)
"Petersburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Petersburg city, Virginia",    Married-couple families,"2,666",4.10%,0.50%,7.20%,5.00%,15.80%,19.70%,24.50%,19.10%,2.30%,1.80%,"71,696",N,,(X),(X),(X)
"Petersburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Petersburg city, Virginia",    Nonfamily households,"6,989",14.80%,8.40%,16.70%,10.50%,23.90%,14.40%,7.50%,2.60%,0.30%,0.90%,"34,533","43,510",,(X),(X),32.60%
"Petersburg city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Poquoson city, Virginia","Poquoson city, Virginia",,,,,,,,,,,,,,,,,
"Poquoson city, Virginia",    Households,"4,632",2.30%,2.80%,3.30%,5.20%,9.00%,10.90%,16.10%,25.70%,12.80%,12.00%,"100,696","111,049",,28.40%,(X),(X)
"Poquoson city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Poquoson city, Virginia",    Families,"3,596",0.80%,0.90%,2.60%,2.60%,9.10%,9.50%,14.80%,29.30%,15.80%,14.60%,"118,390","124,119",,(X),28.70%,(X)
"Poquoson city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Poquoson city, Virginia",    Married-couple families,"3,164",0.70%,1.00%,1.90%,1.70%,9.80%,8.20%,11.60%,31.20%,17.90%,16.10%,"124,008",N,,(X),(X),(X)
"Poquoson city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Poquoson city, Virginia",    Nonfamily households,"1,036",7.30%,9.70%,7.20%,14.00%,7.70%,15.50%,23.50%,10.00%,1.90%,3.10%,"53,352","62,106",,(X),(X),27.20%
"Poquoson city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Portsmouth city, Virginia","Portsmouth city, Virginia",,,,,,,,,,,,,,,,,
"Portsmouth city, Virginia",    Households,"36,650",7.90%,3.80%,11.60%,9.50%,14.50%,20.70%,13.20%,12.60%,3.50%,2.60%,"53,213","66,031",,52.00%,(X),(X)
"Portsmouth city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Portsmouth city, Virginia",    Families,"21,907",6.50%,2.20%,7.60%,9.10%,13.80%,21.90%,14.30%,16.40%,4.70%,3.40%,"61,738","75,245",,(X),53.00%,(X)
"Portsmouth city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Portsmouth city, Virginia",    Married-couple families,"12,742",0.70%,0.80%,3.40%,5.10%,9.70%,24.20%,19.50%,24.20%,7.50%,4.90%,"83,025","94,774",,(X),(X),(X)
"Portsmouth city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Portsmouth city, Virginia",    Nonfamily households,"14,743",12.00%,6.40%,18.30%,10.40%,15.80%,19.30%,9.50%,5.50%,1.50%,1.30%,"38,076","48,639",,(X),(X),49.50%
"Portsmouth city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Radford city, Virginia","Radford city, Virginia",,,,,,,,,,,,,,,,,
"Radford city, Virginia",    Households,"5,677",17.90%,9.50%,15.70%,7.30%,10.40%,14.10%,8.90%,11.30%,2.30%,2.60%,"34,576","58,873",,30.40%,(X),(X)
"Radford city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Radford city, Virginia",    Families,"2,360",4.00%,6.00%,9.60%,4.10%,11.90%,16.90%,16.10%,20.30%,4.80%,6.40%,"70,864","94,673",,(X),32.30%,(X)
"Radford city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Radford city, Virginia",    Married-couple families,"1,655",0.00%,1.00%,6.60%,2.20%,12.90%,15.60%,22.40%,25.50%,4.90%,8.80%,"89,511",N,,(X),(X),(X)
"Radford city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Radford city, Virginia",    Nonfamily households,"3,317",27.70%,12.50%,20.00%,9.60%,9.30%,13.10%,3.50%,3.90%,0.30%,0.00%,"20,044","29,374",,(X),(X),29.00%
"Radford city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Richmond city, Virginia","Richmond city, Virginia",,,,,,,,,,,,,,,,,
"Richmond city, Virginia",    Households,"91,005",9.70%,5.70%,10.40%,10.00%,13.20%,17.50%,10.20%,11.70%,4.90%,6.70%,"51,421","80,218",,36.50%,(X),(X)
"Richmond city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Richmond city, Virginia",    Families,"40,232",7.00%,3.30%,7.30%,8.00%,10.50%,17.90%,11.20%,15.40%,7.70%,11.80%,"68,988","107,166",,(X),40.00%,(X)
"Richmond city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Richmond city, Virginia",    Married-couple families,"23,019",1.60%,0.80%,2.90%,5.00%,6.60%,15.20%,14.00%,21.80%,12.20%,19.90%,"105,005","150,548",,(X),(X),(X)
"Richmond city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Richmond city, Virginia",    Nonfamily households,"50,773",12.90%,7.60%,13.30%,11.80%,15.10%,16.50%,9.00%,8.40%,2.70%,2.70%,"38,512","57,439",,(X),(X),32.50%
"Richmond city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Roanoke city, Virginia","Roanoke city, Virginia",,,,,,,,,,,,,,,,,
"Roanoke city, Virginia",    Households,"41,694",10.00%,7.10%,12.10%,11.00%,14.40%,18.80%,10.60%,9.50%,2.60%,4.00%,"45,664","63,003",,42.90%,(X),(X)
"Roanoke city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Roanoke city, Virginia",    Families,"21,901",6.70%,4.00%,7.90%,10.90%,14.20%,21.00%,12.40%,12.90%,3.50%,6.40%,"55,345","77,870",,(X),45.90%,(X)
"Roanoke city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Roanoke city, Virginia",    Married-couple families,"13,079",2.40%,2.20%,4.60%,8.50%,12.60%,22.30%,15.80%,16.30%,5.50%,9.80%,"72,254","98,708",,(X),(X),(X)
"Roanoke city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Roanoke city, Virginia",    Nonfamily households,"19,793",14.80%,11.10%,16.70%,11.80%,15.10%,15.30%,7.60%,5.50%,1.00%,1.20%,"30,519","43,974",,(X),(X),38.20%
"Roanoke city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Salem city, Virginia","Salem city, Virginia",,,,,,,,,,,,,,,,,
"Salem city, Virginia",    Households,"9,876",3.30%,3.90%,9.70%,8.70%,12.30%,19.90%,14.90%,16.40%,5.20%,5.70%,"63,411","85,037",,42.40%,(X),(X)
"Salem city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Salem city, Virginia",    Families,"6,191",2.70%,2.10%,4.00%,6.80%,10.20%,20.00%,18.30%,21.50%,6.60%,7.80%,"78,898","102,843",,(X),40.30%,(X)
"Salem city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Salem city, Virginia",    Married-couple families,"4,445",0.30%,0.20%,1.10%,3.90%,8.90%,21.90%,17.80%,27.00%,8.50%,10.40%,"93,975",N,,(X),(X),(X)
"Salem city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Salem city, Virginia",    Nonfamily households,"3,685",6.20%,7.60%,19.40%,12.50%,16.20%,18.00%,11.00%,6.20%,0.70%,2.10%,"40,148","51,065",,(X),(X),43.80%
"Salem city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Staunton city, Virginia","Staunton city, Virginia",,,,,,,,,,,,,,,,,
"Staunton city, Virginia",    Households,"10,638",6.70%,4.60%,11.10%,10.10%,15.00%,17.90%,12.30%,15.10%,3.90%,3.50%,"52,292","71,186",,36.30%,(X),(X)
"Staunton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Staunton city, Virginia",    Families,"6,196",1.10%,3.30%,5.80%,9.20%,14.80%,18.80%,15.80%,21.00%,5.60%,4.70%,"71,661","88,654",,(X),39.20%,(X)
"Staunton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Staunton city, Virginia",    Married-couple families,"4,231",0.60%,3.30%,3.60%,3.30%,10.60%,18.50%,21.50%,24.20%,7.50%,6.80%,"86,480",N,,(X),(X),(X)
"Staunton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Staunton city, Virginia",    Nonfamily households,"4,442",14.70%,6.80%,19.40%,13.90%,14.60%,16.20%,6.30%,4.90%,1.50%,1.80%,"32,120","44,245",,(X),(X),31.10%
"Staunton city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Suffolk city, Virginia","Suffolk city, Virginia",,,,,,,,,,,,,,,,,
"Suffolk city, Virginia",    Households,"34,603",4.50%,3.30%,7.50%,6.30%,9.80%,15.90%,14.20%,23.10%,7.50%,7.80%,"79,899","100,158",,30.60%,(X),(X)
"Suffolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Suffolk city, Virginia",    Families,"24,777",3.60%,1.30%,3.70%,5.40%,8.10%,16.00%,15.40%,26.60%,9.50%,10.30%,"94,393","115,668",,(X),30.60%,(X)
"Suffolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Suffolk city, Virginia",    Married-couple families,"18,478",0.60%,0.50%,1.80%,2.60%,5.00%,15.20%,16.60%,31.60%,12.60%,13.50%,"112,465","135,751",,(X),(X),(X)
"Suffolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Suffolk city, Virginia",    Nonfamily households,"9,826",8.00%,8.30%,17.50%,8.90%,14.80%,17.60%,10.70%,10.60%,2.00%,1.50%,"42,857","56,151",,(X),(X),28.80%
"Suffolk city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
"Virginia Beach city, Virginia","Virginia Beach city, Virginia",,,,,,,,,,,,,,,,,
"Virginia Beach city, Virginia",    Households,"172,452",3.50%,1.80%,5.20%,6.50%,11.80%,19.10%,14.90%,20.30%,8.60%,8.30%,"78,136","101,686",,34.00%,(X),(X)
"Virginia Beach city, Virginia",        Estimate,,,,,,,,,,,,,,,,,
