County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,16.30%,15.60%,4.90%,29.10%,0.00%,30.70%,70.50%,0.00%,0.00%,0.00%,1.60%,11.90%,46.70%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Amherst County, Virginia","15,100",145,"1,415","2,253",270,"1,478",718,255,677,"1,268","4,275","1,089",562,695,,19.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,31.90%,41.40%,13.20%,18.30%,17.80%,9.70%,7.10%,32.50%,43.90%,23.10%,60.00%,25.10%,25.60%,37.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.50%,0.00%,3.30%,0.00%,0.00%,5.70%,2.90%,0.00%,2.50%,28.30%,23.70%,61.80%,30.40%,38.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.80%,0.00%,9.80%,10.70%,42.60%,62.70%,29.40%,22.00%,47.60%,26.30%,10.50%,7.40%,17.10%,24.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.50%,35.20%,68.20%,6.40%,6.70%,3.60%,9.20%,18.80%,0.00%,13.50%,1.10%,3.90%,23.70%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.20%,23.40%,5.50%,64.60%,33.00%,18.40%,51.40%,26.70%,6.10%,8.80%,4.60%,1.80%,3.20%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Appomattox County, Virginia","7,299",200,709,"1,039",37,872,353,22,345,610,"1,658",375,453,626,,18.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.20%,14.00%,26.40%,29.20%,24.30%,10.60%,13.00%,68.20%,46.40%,49.20%,56.50%,16.00%,7.10%,29.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.90%,16.50%,3.00%,4.70%,0.00%,3.30%,5.10%,0.00%,0.00%,23.30%,22.70%,57.90%,34.40%,31.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.80%,0.00%,18.60%,6.70%,21.60%,56.10%,21.20%,31.80%,46.40%,20.70%,19.20%,16.00%,34.40%,32.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.40%,67.50%,44.90%,14.00%,32.40%,9.60%,30.90%,0.00%,7.20%,5.40%,0.00%,6.10%,14.60%,4.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,12.70%,2.00%,7.20%,45.40%,21.60%,20.40%,29.70%,0.00%,0.00%,1.50%,1.60%,4.00%,9.50%,2.40%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Arlington County, Virginia","148,139",414,"5,257","3,302",998,"6,567","3,690","4,768","9,775","44,782","20,931","10,781","11,846","25,028",,10.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,70.80%,16.20%,36.70%,62.40%,29.10%,16.70%,20.50%,83.40%,69.80%,86.80%,81.80%,29.70%,74.60%,79.30%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,9.50%,0.00%,0.00%,1.80%,1.30%,4.60%,1.50%,0.00%,3.10%,4.20%,9.10%,51.60%,13.00%,10.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,13.00%,21.00%,5.00%,19.00%,63.40%,63.70%,19.90%,12.50%,24.10%,7.90%,7.40%,14.00%,7.00%,9.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,3.50%,62.80%,57.90%,3.90%,3.10%,1.80%,2.10%,3.70%,1.50%,0.50%,0.90%,1.50%,3.50%,0.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,3.20%,0.00%,0.40%,12.90%,3.10%,13.20%,56.00%,0.40%,1.50%,0.70%,0.80%,3.40%,1.90%,0.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Augusta County, Virginia","35,877",951,"2,843","5,274","1,092","5,066","1,848",468,"1,290","2,693","8,733","2,184","1,990","1,445",,10.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.00%,45.20%,29.30%,20.70%,12.40%,9.80%,10.80%,48.50%,52.00%,44.20%,62.40%,21.50%,16.90%,45.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.90%,3.20%,0.00%,3.00%,0.00%,2.40%,3.60%,0.00%,6.00%,34.70%,19.40%,50.50%,34.10%,34.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.70%,3.20%,3.00%,8.50%,37.00%,59.50%,21.50%,40.60%,40.30%,17.20%,14.30%,17.90%,17.40%,16.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.00%,44.20%,56.30%,6.30%,26.50%,5.80%,12.20%,9.00%,1.70%,0.80%,1.70%,2.30%,22.70%,2.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.40%,4.30%,11.40%,61.50%,24.20%,22.40%,51.90%,1.90%,0.00%,3.20%,2.20%,7.80%,8.90%,1.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Bath County, Virginia","1,923",56,181,194,18,182,0,0,87,101,442,571,0,91,,11.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,26.90%,0.00%,0.00%,10.80%,0.00%,0.00%,-,-,31.00%,42.60%,54.30%,32.60%,-,0.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,28.10%,0.00%,0.00%,0.00%,100.00%,0.00%,-,-,69.00%,43.60%,25.60%,50.80%,-,16.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,18.40%,0.00%,0.00%,8.80%,0.00%,100.00%,-,-,0.00%,13.90%,11.10%,2.60%,-,83.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.80%,51.80%,52.50%,2.10%,0.00%,0.00%,-,-,0.00%,0.00%,0.00%,14.00%,-,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.90%,48.20%,47.50%,78.40%,0.00%,0.00%,-,-,0.00%,0.00%,9.00%,0.00%,-,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Bedford County, Virginia","36,768",458,"2,424","5,218",779,"4,416","2,468",248,"2,195","3,466","9,320","1,989","2,498","1,289",,10.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,39.70%,63.80%,21.20%,32.20%,18.10%,11.50%,16.50%,69.00%,44.10%,50.80%,68.40%,23.90%,27.40%,49.80%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,13.00%,0.00%,0.00%,0.70%,5.10%,4.50%,1.00%,0.00%,1.90%,16.30%,16.70%,51.00%,35.10%,32.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.50%,5.70%,8.50%,13.40%,45.70%,62.40%,16.80%,15.70%,49.90%,21.60%,11.30%,21.00%,10.20%,14.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.60%,17.00%,64.90%,8.30%,13.90%,3.70%,17.70%,7.70%,3.10%,1.10%,0.70%,0.60%,20.10%,0.90%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.30%,13.50%,5.40%,45.40%,17.20%,18.00%,48.00%,7.70%,1.00%,10.20%,3.00%,3.50%,7.20%,2.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Bland County, Virginia","2,281",76,71,461,75,255,170,17,45,91,490,204,204,122,,9.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,23.00%,5.30%,28.20%,14.80%,45.30%,7.80%,0.00%,0.00%,42.20%,31.90%,60.60%,0.00%,7.40%,14.80%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.30%,0.00%,0.00%,5.20%,8.00%,0.00%,16.50%,0.00%,0.00%,44.00%,21.40%,17.60%,64.70%,57.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,29.00%,0.00%,0.00%,11.30%,40.00%,74.90%,38.80%,64.70%,57.80%,24.20%,11.00%,82.40%,3.40%,27.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.80%,94.70%,71.80%,2.60%,0.00%,0.00%,0.00%,35.30%,0.00%,0.00%,2.00%,0.00%,24.50%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.90%,0.00%,0.00%,66.20%,6.70%,17.30%,44.70%,0.00%,0.00%,0.00%,4.90%,0.00%,0.00%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Botetourt County, Virginia","16,263",232,"1,065","2,085",486,"1,955","1,224",292,"1,013","1,872","3,280",906,"1,118",735,,13.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.70%,44.80%,24.40%,30.90%,5.80%,10.70%,13.20%,30.50%,43.50%,46.80%,69.10%,18.40%,12.70%,35.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.80%,5.60%,0.00%,2.50%,0.00%,1.50%,0.70%,0.00%,0.70%,23.00%,16.60%,66.80%,38.60%,37.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,25.10%,11.60%,4.60%,20.70%,44.90%,63.40%,25.10%,43.50%,52.30%,23.60%,11.10%,9.90%,8.70%,23.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.10%,30.20%,67.40%,6.60%,9.70%,1.90%,8.10%,26.00%,0.00%,2.40%,0.80%,0.00%,17.90%,3.90%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,16.20%,7.80%,3.60%,39.30%,39.70%,22.40%,53.00%,0.00%,3.50%,4.20%,2.40%,4.90%,22.10%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Brunswick County, Virginia","6,335",240,360,581,73,992,846,68,220,283,"1,339",389,334,610,,13.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,21.00%,2.10%,12.50%,12.70%,16.40%,2.90%,6.50%,45.60%,29.50%,17.70%,50.60%,0.80%,37.70%,26.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,20.30%,0.00%,0.00%,1.40%,0.00%,4.10%,0.00%,0.00%,0.00%,9.50%,34.50%,74.80%,28.70%,59.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.10%,15.80%,8.10%,5.70%,69.90%,63.80%,0.80%,39.70%,70.50%,28.60%,9.00%,22.40%,8.10%,7.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.90%,70.80%,77.20%,8.40%,1.40%,2.10%,0.00%,14.70%,0.00%,26.10%,1.00%,0.00%,18.00%,2.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,26.70%,11.30%,2.20%,71.80%,12.30%,27.00%,92.70%,0.00%,0.00%,18.00%,4.90%,2.10%,7.50%,4.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Buchanan County, Virginia","6,346",732,349,489,136,"1,047",257,101,280,332,"1,602",269,281,471,,9.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.10%,0.00%,20.10%,30.30%,18.40%,12.20%,5.10%,11.90%,32.50%,40.70%,67.60%,26.00%,24.20%,40.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.80%,0.00%,0.00%,0.00%,0.00%,4.80%,0.00%,10.90%,0.00%,20.80%,24.20%,53.90%,44.80%,45.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.00%,0.00%,19.50%,2.00%,36.80%,57.60%,12.10%,22.80%,65.00%,31.90%,1.90%,20.10%,1.10%,9.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,19.30%,80.20%,47.30%,27.60%,22.80%,9.60%,15.60%,54.50%,2.50%,0.00%,2.20%,0.00%,22.40%,0.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.90%,19.80%,13.20%,40.10%,22.10%,15.80%,67.30%,0.00%,0.00%,6.60%,4.10%,0.00%,7.50%,3.40%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Buckingham County, Virginia","6,619",259,861,254,112,819,686,61,174,527,"1,597",303,241,725,,14.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,25.40%,11.60%,19.60%,16.10%,12.50%,12.00%,13.40%,0.00%,34.50%,45.00%,46.40%,19.50%,11.20%,15.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,21.90%,0.00%,0.00%,0.00%,0.00%,4.00%,6.10%,0.00%,2.90%,26.00%,35.60%,73.30%,17.40%,55.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.00%,0.00%,1.00%,0.00%,21.40%,52.50%,15.60%,86.90%,62.10%,9.10%,13.30%,7.30%,12.90%,11.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,18.80%,81.10%,75.10%,13.40%,5.40%,8.80%,3.90%,13.10%,0.60%,1.70%,0.00%,0.00%,45.20%,17.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,16.90%,7.30%,4.20%,70.50%,60.70%,22.70%,60.90%,0.00%,0.00%,18.20%,4.70%,0.00%,13.30%,1.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Campbell County, Virginia","26,016",490,"2,028","4,511",445,"3,137","1,078",387,"1,064","2,463","6,418","1,742","1,495",758,,14.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.90%,58.00%,20.80%,24.50%,31.50%,10.00%,9.70%,34.60%,35.80%,41.20%,65.00%,21.60%,28.00%,29.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.40%,0.00%,1.40%,1.50%,0.00%,5.60%,2.00%,0.00%,3.70%,29.60%,19.30%,66.90%,34.30%,37.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.80%,0.00%,6.90%,8.20%,45.80%,61.60%,22.20%,46.30%,60.00%,14.70%,11.40%,10.00%,16.20%,25.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.60%,42.00%,62.30%,8.60%,0.00%,5.20%,18.90%,7.80%,0.40%,3.50%,1.80%,0.00%,16.60%,6.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.30%,0.00%,8.70%,57.20%,22.70%,17.60%,47.10%,11.40%,0.20%,11.10%,2.50%,1.40%,4.90%,1.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Caroline County, Virginia","14,401",194,908,505,391,"2,100","1,175",103,"1,341","1,667","2,813","1,108",778,"1,318",,13.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.90%,25.80%,15.20%,14.90%,12.30%,3.10%,15.50%,37.90%,33.40%,44.30%,67.90%,21.90%,23.70%,47.30%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.30%,13.40%,2.30%,3.40%,0.00%,5.00%,3.20%,47.60%,1.50%,23.00%,16.50%,70.80%,32.80%,35.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.50%,0.00%,7.70%,11.50%,50.60%,54.50%,20.30%,10.70%,62.50%,21.80%,10.10%,5.10%,19.30%,9.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.70%,35.60%,67.70%,3.00%,0.00%,10.10%,14.90%,3.90%,2.60%,8.50%,1.10%,2.10%,19.00%,5.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.60%,25.30%,7.00%,67.30%,37.10%,27.20%,46.10%,0.00%,0.00%,2.50%,4.30%,0.00%,5.30%,3.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Carroll County, Virginia","12,627",603,"1,058","1,953",349,"1,888",487,177,278,642,"3,283",922,583,404,,9.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,27.50%,21.70%,15.40%,13.00%,5.70%,2.10%,0.00%,16.90%,62.90%,37.50%,63.30%,9.10%,19.90%,35.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.20%,0.00%,0.00%,0.60%,0.00%,2.50%,0.00%,10.70%,0.00%,32.90%,25.60%,77.70%,14.40%,30.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.10%,9.80%,4.80%,3.20%,19.80%,73.20%,26.10%,22.60%,37.10%,22.30%,8.20%,13.20%,19.20%,30.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,14.20%,65.20%,72.00%,10.50%,1.70%,1.70%,19.10%,49.70%,0.00%,2.60%,1.10%,0.00%,24.40%,3.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,21.00%,3.30%,7.80%,72.70%,72.80%,20.40%,54.80%,0.00%,0.00%,4.70%,1.80%,0.00%,22.10%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Charles City County, Virginia","3,322",66,272,415,124,361,297,46,169,329,481,294,161,307,,16.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,27.10%,18.20%,27.90%,20.20%,3.20%,5.00%,19.50%,21.70%,35.50%,35.30%,58.60%,17.30%,8.10%,37.80%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.00%,10.60%,0.70%,0.50%,0.00%,3.60%,0.30%,0.00%,14.20%,33.70%,26.80%,61.60%,45.30%,28.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.90%,0.00%,7.00%,5.50%,28.20%,53.70%,18.90%,73.90%,46.20%,20.40%,9.60%,16.30%,6.20%,16.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,16.30%,43.90%,61.80%,11.30%,45.20%,16.90%,15.20%,4.30%,1.80%,1.50%,1.20%,2.00%,37.90%,16.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.80%,27.30%,2.60%,62.40%,23.40%,20.80%,46.10%,0.00%,2.40%,9.10%,3.70%,2.70%,2.50%,0.70%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Charlotte County, Virginia","4,849",276,261,464,41,640,439,60,175,380,"1,299",166,223,425,,9.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,27.90%,27.50%,19.90%,7.30%,9.80%,12.00%,9.30%,30.00%,44.00%,42.90%,50.50%,3.00%,11.70%,29.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,21.80%,0.00%,11.50%,8.40%,0.00%,0.30%,0.50%,0.00%,14.30%,29.20%,30.70%,80.10%,67.30%,38.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.90%,0.70%,3.10%,13.60%,26.80%,66.30%,10.00%,66.70%,41.70%,8.70%,5.80%,16.90%,3.10%,14.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.60%,65.90%,64.40%,11.20%,0.00%,0.90%,19.10%,3.30%,0.00%,1.10%,4.20%,0.00%,13.90%,17.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.80%,5.80%,1.10%,59.50%,63.40%,20.50%,61.00%,0.00%,0.00%,18.20%,8.80%,0.00%,4.00%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Chesterfield County, Virginia","177,745",445,"13,110","12,118","3,699","19,620","10,833","2,410","17,265","20,140","42,046","14,449","8,795","12,815",,13.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,44.60%,50.30%,20.90%,40.10%,21.70%,11.10%,21.30%,58.90%,55.70%,57.00%,73.20%,20.20%,35.20%,53.80%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.50%,5.40%,0.20%,1.20%,0.50%,3.50%,0.80%,4.10%,2.90%,16.10%,13.80%,63.00%,34.20%,24.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.00%,13.90%,6.90%,13.20%,56.20%,59.60%,20.50%,22.80%,39.70%,18.30%,10.40%,12.10%,11.80%,17.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.80%,30.30%,65.90%,6.60%,3.00%,4.70%,5.00%,11.60%,0.80%,3.20%,0.40%,0.70%,12.30%,2.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,11.10%,0.00%,6.10%,38.90%,18.70%,21.20%,52.30%,2.70%,0.90%,5.30%,2.10%,4.00%,6.50%,2.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Clarke County, Virginia","7,229",165,859,481,192,740,105,171,316,867,"1,701",660,298,674,,12.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,45.50%,49.10%,26.90%,42.60%,78.60%,8.40%,37.10%,35.10%,41.50%,58.60%,72.90%,23.30%,21.80%,54.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.70%,32.70%,6.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.10%,18.90%,38.30%,47.00%,36.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.70%,0.00%,10.20%,17.50%,21.40%,71.50%,6.70%,32.70%,53.80%,10.60%,4.70%,13.60%,2.30%,5.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.90%,18.20%,54.50%,13.50%,0.00%,10.50%,2.90%,26.30%,0.00%,2.70%,0.00%,3.00%,11.10%,3.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,8.20%,0.00%,1.50%,26.40%,0.00%,9.60%,53.30%,5.80%,4.70%,5.10%,3.50%,21.70%,17.80%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Craig County, Virginia","2,366",125,159,360,68,173,129,3,187,218,631,126,44,143,,6.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.70%,11.20%,27.00%,40.30%,0.00%,0.00%,10.10%,0.00%,44.90%,19.70%,63.70%,6.30%,15.90%,42.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.10%,0.00%,0.00%,0.00%,0.00%,14.50%,2.30%,0.00%,7.50%,41.70%,22.00%,93.70%,0.00%,43.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.50%,16.00%,0.00%,2.20%,100.00%,59.50%,16.30%,0.00%,40.10%,38.50%,11.40%,0.00%,84.10%,14.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.50%,72.80%,73.00%,4.70%,0.00%,0.00%,23.30%,0.00%,0.00%,0.00%,2.90%,0.00%,0.00%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.30%,0.00%,0.00%,52.80%,0.00%,26.00%,48.10%,100.00%,7.50%,0.00%,0.00%,0.00%,0.00%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Culpeper County, Virginia","25,008",563,"2,679","2,192",491,"2,782",975,448,"1,242","2,854","5,223","2,182","1,798","1,579",,13.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.50%,28.20%,18.50%,25.90%,23.80%,6.20%,9.10%,54.00%,61.40%,49.60%,62.80%,17.90%,15.00%,41.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.50%,6.60%,0.00%,1.40%,0.00%,3.10%,3.50%,1.80%,0.70%,35.40%,20.40%,59.50%,38.40%,38.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.70%,4.60%,10.10%,17.80%,59.30%,65.40%,23.60%,29.90%,37.90%,7.10%,8.60%,15.90%,20.40%,11.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.70%,57.90%,66.20%,8.30%,2.20%,3.20%,16.80%,14.30%,0.00%,2.00%,1.60%,0.00%,18.90%,5.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,12.70%,2.70%,5.20%,46.70%,14.70%,22.10%,47.00%,0.00%,0.00%,5.90%,6.60%,6.70%,7.30%,3.40%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Cumberland County, Virginia","5,150",42,779,143,102,705,191,57,173,466,"1,311",345,278,558,,16.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,25.30%,57.10%,15.80%,7.70%,15.70%,2.30%,0.00%,45.60%,48.60%,32.40%,43.50%,45.20%,9.70%,17.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,24.00%,0.00%,2.30%,7.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.80%,26.60%,44.30%,41.00%,68.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.80%,0.00%,8.60%,0.00%,84.30%,66.80%,30.40%,0.00%,51.40%,16.70%,16.60%,10.40%,18.70%,12.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,15.70%,42.90%,73.30%,7.00%,0.00%,4.10%,2.60%,54.40%,0.00%,0.00%,5.00%,0.00%,27.70%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
