County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Lincoln County, West Virginia",    Families,"6,149",5.20%,5.00%,11.00%,10.50%,20.30%,18.00%,11.50%,14.80%,1.80%,2.00%,"48,964","65,364",,(X),40.30%,(X)
"Lincoln County, West Virginia",    Married-couple families,"4,849",3.30%,2.90%,8.80%,10.20%,18.10%,20.10%,14.30%,17.60%,2.20%,2.40%,"58,393",N,,(X),(X),(X)
"Lincoln County, West Virginia",    Nonfamily households,"2,146",23.50%,19.20%,24.00%,13.10%,5.00%,9.80%,3.80%,1.60%,0.00%,0.00%,"16,465","25,684",,(X),(X),40.80%
"Logan County, West Virginia",    Households,"14,164",13.80%,7.80%,12.70%,14.60%,12.00%,13.80%,9.40%,12.00%,2.10%,1.80%,"36,250","54,680",,38.10%,(X),(X)
"Logan County, West Virginia",    Families,"10,058",10.70%,6.80%,8.20%,13.60%,14.80%,14.40%,11.70%,15.40%,1.90%,2.60%,"45,774","63,395",,(X),37.90%,(X)
"Logan County, West Virginia",    Married-couple families,"7,133",5.60%,4.50%,5.90%,12.10%,13.20%,17.70%,15.00%,19.60%,2.70%,3.60%,"59,876",N,,(X),(X),(X)
"Logan County, West Virginia",    Nonfamily households,"4,106",24.40%,12.20%,21.40%,16.90%,7.20%,10.70%,3.10%,3.00%,1.10%,0.00%,"21,020","28,997",,(X),(X),35.90%
"McDowell County, West Virginia",    Households,"7,431",18.00%,9.70%,20.90%,15.30%,12.60%,9.20%,8.30%,4.60%,0.70%,0.60%,"26,072","36,690",,39.50%,(X),(X)
"McDowell County, West Virginia",    Families,"5,000",17.70%,5.50%,16.00%,15.40%,14.00%,11.30%,11.50%,6.80%,0.90%,0.80%,"31,293","43,531",,(X),44.50%,(X)
"McDowell County, West Virginia",    Married-couple families,"3,220",10.10%,2.10%,13.00%,14.90%,17.20%,14.70%,17.70%,8.00%,1.40%,0.80%,"41,866",N,,(X),(X),(X)
"McDowell County, West Virginia",    Nonfamily households,"2,431",22.00%,18.70%,30.50%,15.80%,8.10%,3.80%,0.90%,0.00%,0.20%,0.00%,"18,008","20,671",,(X),(X),26.80%
"Marion County, West Virginia",    Households,"23,033",6.20%,4.90%,12.60%,10.80%,12.40%,19.10%,14.20%,12.90%,4.10%,2.80%,"52,856","66,753",,30.90%,(X),(X)
"Marion County, West Virginia",    Families,"15,060",3.70%,3.60%,7.50%,9.20%,11.60%,20.00%,18.30%,16.90%,5.60%,3.70%,"66,577","78,276",,(X),30.40%,(X)
"Marion County, West Virginia",    Married-couple families,"11,321",1.60%,1.90%,5.00%,6.80%,10.40%,20.50%,20.70%,21.30%,7.00%,4.90%,"80,625","89,249",,(X),(X),(X)
"Marion County, West Virginia",    Nonfamily households,"7,973",11.50%,8.30%,23.90%,15.30%,13.00%,16.60%,5.50%,4.10%,1.00%,0.80%,"29,725","40,754",,(X),(X),30.50%
"Marshall County, West Virginia",    Households,"12,350",7.90%,5.90%,15.80%,9.70%,12.30%,19.10%,9.40%,12.60%,4.70%,2.60%,"48,179","63,412",,31.40%,(X),(X)
"Marshall County, West Virginia",    Families,"7,950",4.70%,3.60%,10.90%,7.40%,11.10%,24.80%,10.40%,17.20%,6.60%,3.30%,"60,847","74,984",,(X),33.40%,(X)
"Marshall County, West Virginia",    Married-couple families,"6,079",2.30%,2.60%,7.20%,7.40%,11.90%,24.80%,11.40%,20.50%,7.70%,4.30%,"65,619","84,241",,(X),(X),(X)
"Marshall County, West Virginia",    Nonfamily households,"4,400",14.40%,11.40%,24.60%,13.30%,14.50%,9.10%,6.20%,4.50%,0.80%,1.30%,"24,529","40,711",,(X),(X),27.00%
"Mason County, West Virginia",    Households,"10,593",6.90%,4.10%,13.00%,11.40%,13.10%,21.50%,10.00%,9.90%,5.90%,4.30%,"51,820","70,010",,51.70%,(X),(X)
"Mason County, West Virginia",    Families,"7,609",5.80%,1.40%,7.80%,10.80%,12.20%,25.30%,12.80%,10.80%,7.10%,6.00%,"60,288","81,833",,(X),50.90%,(X)
"Mason County, West Virginia",    Married-couple families,"6,215",2.90%,0.80%,6.20%,10.30%,12.30%,27.30%,14.40%,11.30%,8.60%,6.00%,"66,329",N,,(X),(X),(X)
"Mason County, West Virginia",    Nonfamily households,"2,984",13.00%,10.80%,24.90%,13.30%,16.50%,11.80%,1.90%,4.80%,3.10%,0.00%,"25,668","36,396",,(X),(X),51.20%
"Mercer County, West Virginia",    Households,"25,088",8.30%,7.10%,15.80%,12.60%,16.30%,18.40%,10.80%,7.30%,1.60%,1.90%,"40,716","53,720",,37.90%,(X),(X)
"Mercer County, West Virginia",    Families,"15,983",4.60%,4.60%,11.60%,10.80%,16.30%,23.30%,15.00%,9.50%,2.00%,2.50%,"51,765","62,575",,(X),38.30%,(X)
"Mercer County, West Virginia",    Married-couple families,"11,331",1.40%,2.50%,8.10%,9.40%,15.60%,27.70%,17.40%,12.40%,2.60%,2.90%,"61,835",N,,(X),(X),(X)
"Mercer County, West Virginia",    Nonfamily households,"9,105",16.90%,12.30%,23.60%,16.20%,15.60%,7.70%,4.00%,2.80%,0.10%,0.80%,"23,767","35,141",,(X),(X),34.90%
"Mineral County, West Virginia",    Households,"10,810",7.00%,4.90%,9.20%,9.00%,18.10%,24.30%,13.30%,9.20%,2.80%,2.20%,"51,723","62,477",,37.80%,(X),(X)
"Mineral County, West Virginia",    Families,"7,040",5.20%,3.10%,4.50%,5.90%,18.80%,25.90%,17.70%,12.20%,3.70%,3.00%,"63,462","72,823",,(X),39.30%,(X)
"Mineral County, West Virginia",    Married-couple families,"5,434",2.20%,1.30%,2.10%,4.60%,19.90%,26.90%,21.40%,14.50%,3.30%,3.70%,"71,087",N,,(X),(X),(X)
"Mineral County, West Virginia",    Nonfamily households,"3,770",13.60%,8.40%,19.50%,15.50%,13.80%,19.90%,4.20%,4.30%,0.20%,0.60%,"30,519","40,460",,(X),(X),33.40%
"Mingo County, West Virginia",    Households,"10,174",16.00%,9.60%,13.50%,10.20%,16.10%,17.00%,9.70%,5.30%,2.00%,0.60%,"35,454","46,013",,55.10%,(X),(X)
"Mingo County, West Virginia",    Families,"6,934",11.60%,5.80%,9.80%,10.10%,18.30%,20.50%,13.20%,7.60%,2.40%,0.70%,"43,778","55,007",,(X),57.40%,(X)
"Mingo County, West Virginia",    Married-couple families,"5,051",5.30%,4.70%,9.40%,9.10%,18.90%,22.90%,15.90%,10.30%,2.50%,1.00%,"54,550",N,,(X),(X),(X)
"Mingo County, West Virginia",    Nonfamily households,"3,240",29.40%,18.00%,20.90%,9.10%,12.00%,6.70%,2.10%,0.60%,1.00%,0.20%,"15,991","24,703",,(X),(X),47.70%
"Monongalia County, West Virginia",    Households,"40,233",10.10%,5.00%,10.70%,8.20%,12.20%,16.10%,9.40%,15.00%,6.30%,7.10%,"54,198","82,948",,27.70%,(X),(X)
"Monongalia County, West Virginia",    Families,"21,665",3.70%,2.10%,6.90%,6.40%,8.10%,17.50%,12.60%,21.90%,9.20%,11.60%,"83,577","112,701",,(X),28.00%,(X)
"Monongalia County, West Virginia",    Married-couple families,"16,671",1.40%,0.70%,3.70%,4.20%,7.70%,16.90%,13.10%,26.30%,11.70%,14.30%,"103,614","130,683",,(X),(X),(X)
"Monongalia County, West Virginia",    Nonfamily households,"18,568",18.30%,8.20%,16.70%,10.40%,15.70%,15.00%,5.30%,6.20%,2.40%,1.70%,"31,470","46,011",,(X),(X),27.10%
"Monroe County, West Virginia",    Households,"5,496",6.60%,4.80%,14.00%,13.80%,16.70%,22.30%,11.60%,6.30%,3.00%,0.90%,"44,828","54,445",,37.20%,(X),(X)
"Monroe County, West Virginia",    Families,"3,694",4.30%,3.50%,9.20%,13.80%,16.80%,25.10%,13.00%,8.90%,4.40%,1.00%,"53,260","62,478",,(X),38.80%,(X)
"Monroe County, West Virginia",    Married-couple families,"2,897",1.00%,1.60%,9.90%,13.30%,18.50%,22.70%,15.20%,11.30%,5.10%,1.20%,"56,915",N,,(X),(X),(X)
"Monroe County, West Virginia",    Nonfamily households,"1,802",13.80%,9.20%,22.10%,13.50%,17.50%,17.50%,5.30%,0.90%,0.20%,0.00%,"27,005","33,878",,(X),(X),31.90%
"Morgan County, West Virginia",    Households,"7,485",3.00%,2.50%,10.30%,8.80%,17.30%,23.70%,14.20%,15.20%,3.30%,1.70%,"57,116","70,806",,33.40%,(X),(X)
"Morgan County, West Virginia",    Families,"5,085",0.40%,0.40%,7.60%,6.50%,19.70%,23.10%,16.90%,18.20%,4.70%,2.40%,"65,886","81,287",,(X),32.90%,(X)
"Morgan County, West Virginia",    Married-couple families,"4,215",0.30%,0.30%,6.20%,5.00%,15.30%,25.20%,18.30%,21.60%,5.30%,2.50%,"72,024",N,,(X),(X),(X)
"Morgan County, West Virginia",    Nonfamily households,"2,400",8.90%,6.80%,15.90%,14.80%,19.50%,20.80%,5.00%,8.00%,0.50%,0.00%,"36,752","44,420",,(X),(X),29.30%
"Nicholas County, West Virginia",    Households,"10,280",8.30%,7.40%,17.90%,9.20%,17.20%,17.70%,9.70%,9.70%,2.00%,0.70%,"40,318","51,897",,24.30%,(X),(X)
"Nicholas County, West Virginia",    Families,"7,290",6.00%,3.50%,10.60%,9.80%,19.50%,21.50%,12.60%,13.00%,2.60%,1.00%,"51,027","61,370",,(X),24.30%,(X)
"Nicholas County, West Virginia",    Married-couple families,"5,749",3.50%,2.80%,5.40%,10.20%,18.60%,25.60%,14.10%,15.80%,2.60%,1.20%,"60,611",N,,(X),(X),(X)
"Nicholas County, West Virginia",    Nonfamily households,"2,990",17.40%,17.40%,37.40%,7.20%,10.50%,6.90%,2.50%,0.70%,0.00%,0.00%,"20,160","24,599",,(X),(X),23.30%
"Ohio County, West Virginia",    Households,"17,254",8.40%,7.40%,12.10%,10.20%,13.40%,14.30%,11.80%,13.10%,4.80%,4.60%,"48,056","72,118",,34.00%,(X),(X)
"Ohio County, West Virginia",    Families,"9,965",4.20%,2.30%,7.60%,8.20%,12.80%,16.90%,15.50%,19.10%,6.60%,6.80%,"71,385","92,190",,(X),30.50%,(X)
"Ohio County, West Virginia",    Married-couple families,"7,347",0.90%,1.30%,3.30%,5.20%,12.70%,17.50%,18.00%,24.00%,8.60%,8.60%,"84,628",N,,(X),(X),(X)
"Ohio County, West Virginia",    Nonfamily households,"7,289",14.60%,14.30%,18.80%,13.70%,13.70%,10.30%,6.30%,4.60%,2.20%,1.50%,"26,444","43,564",,(X),(X),37.70%
"Pendleton County, West Virginia",    Households,"3,194",6.00%,6.20%,15.60%,12.30%,13.20%,23.40%,11.60%,7.60%,2.80%,1.30%,"46,358","57,356",,53.80%,(X),(X)
"Pendleton County, West Virginia",    Families,"2,297",5.40%,2.30%,10.80%,11.60%,14.50%,26.70%,13.30%,10.30%,3.50%,1.50%,"55,675","64,338",,(X),55.20%,(X)
"Pendleton County, West Virginia",    Married-couple families,"1,775",2.50%,1.50%,10.40%,10.40%,15.10%,25.50%,16.20%,12.80%,3.80%,1.70%,"58,341",N,,(X),(X),(X)
"Pendleton County, West Virginia",    Nonfamily households,897,15.10%,16.30%,26.30%,18.20%,12.90%,8.10%,1.90%,0.70%,0.00%,0.60%,"21,009","31,913",,(X),(X),44.70%
"Pleasants County, West Virginia",    Households,"2,822",5.30%,3.40%,9.80%,15.60%,10.60%,16.90%,15.80%,13.50%,6.40%,2.70%,"55,508","90,849",,28.80%,(X),(X)
"Pleasants County, West Virginia",    Families,"1,991",3.00%,2.30%,6.10%,12.10%,10.40%,17.80%,21.00%,15.40%,8.90%,3.00%,"72,736","106,544",,(X),31.70%,(X)
"Pleasants County, West Virginia",    Married-couple families,"1,600",2.00%,0.00%,4.40%,9.90%,9.00%,20.40%,21.80%,17.70%,11.10%,3.80%,"77,614",N,,(X),(X),(X)
"Pleasants County, West Virginia",    Nonfamily households,831,10.70%,7.70%,19.90%,23.20%,9.10%,14.70%,3.40%,8.80%,1.30%,1.20%,"28,810","51,749",,(X),(X),21.10%
"Pocahontas County, West Virginia",    Households,"3,578",8.70%,4.50%,20.70%,13.40%,12.60%,17.40%,10.80%,8.30%,1.70%,1.80%,"37,642","59,202",,31.70%,(X),(X)
"Pocahontas County, West Virginia",    Families,"2,173",3.20%,3.30%,15.60%,11.10%,12.20%,23.40%,14.20%,12.60%,1.80%,2.50%,"55,179","75,211",,(X),29.40%,(X)
"Pocahontas County, West Virginia",    Married-couple families,"1,688",2.30%,1.30%,14.60%,9.30%,12.30%,24.90%,17.70%,12.00%,2.30%,3.30%,"62,829",N,,(X),(X),(X)
"Pocahontas County, West Virginia",    Nonfamily households,"1,405",19.10%,7.80%,27.40%,16.90%,12.40%,10.00%,2.80%,2.30%,0.60%,0.80%,"22,934","32,155",,(X),(X),32.00%
"Preston County, West Virginia",    Households,"12,430",8.00%,6.00%,9.40%,10.00%,15.50%,18.40%,11.10%,14.50%,4.90%,2.40%,"51,992","66,540",,30.50%,(X),(X)
"Preston County, West Virginia",    Families,"8,523",4.90%,2.60%,6.10%,7.90%,15.90%,20.20%,13.70%,18.60%,6.80%,3.30%,"64,408","78,859",,(X),31.50%,(X)
"Preston County, West Virginia",    Married-couple families,"7,067",3.00%,1.90%,3.20%,6.60%,15.80%,21.50%,15.20%,21.10%,8.10%,3.60%,"72,650",N,,(X),(X),(X)
"Preston County, West Virginia",    Nonfamily households,"3,907",15.40%,13.80%,17.30%,14.30%,14.40%,13.70%,5.60%,5.00%,0.20%,0.40%,"26,649","37,664",,(X),(X),27.50%
"Putnam County, West Virginia",    Households,"21,694",4.50%,4.80%,8.00%,9.70%,12.90%,17.20%,13.60%,17.20%,7.20%,4.80%,"63,954","80,837",,34.10%,(X),(X)
"Putnam County, West Virginia",    Families,"15,778",3.80%,1.80%,4.40%,7.90%,11.10%,18.80%,16.40%,20.10%,9.50%,6.20%,"78,050","92,042",,(X),33.50%,(X)
"Putnam County, West Virginia",    Married-couple families,"12,624",0.80%,1.50%,3.10%,6.60%,9.40%,18.30%,18.50%,22.70%,11.50%,7.40%,"90,313",N,,(X),(X),(X)
"Putnam County, West Virginia",    Nonfamily households,"5,916",8.30%,11.20%,19.20%,15.30%,18.70%,12.10%,5.70%,7.30%,1.10%,1.20%,"31,934","47,763",,(X),(X),34.90%
"Raleigh County, West Virginia",    Households,"31,116",10.90%,6.10%,14.80%,10.80%,12.70%,15.60%,12.10%,12.40%,2.80%,1.80%,"43,283","58,968",,38.30%,(X),(X)
"Raleigh County, West Virginia",    Families,"20,830",7.30%,3.60%,10.80%,9.40%,12.90%,18.40%,15.40%,16.20%,3.80%,2.20%,"57,855","69,682",,(X),38.50%,(X)
"Raleigh County, West Virginia",    Married-couple families,"15,429",3.70%,2.00%,6.80%,7.50%,13.80%,19.10%,18.80%,21.00%,4.50%,2.70%,"71,539",N,,(X),(X),(X)
"Raleigh County, West Virginia",    Nonfamily households,"10,286",20.30%,11.70%,22.00%,14.20%,12.50%,10.40%,4.40%,3.20%,0.60%,0.90%,"22,420","35,040",,(X),(X),35.70%
"Randolph County, West Virginia",    Households,"10,977",10.00%,6.60%,11.70%,11.50%,15.80%,18.10%,10.70%,9.80%,3.60%,2.20%,"45,206","62,154",,36.60%,(X),(X)
"Randolph County, West Virginia",    Families,"6,708",4.40%,3.20%,7.70%,12.10%,14.40%,23.80%,13.50%,12.70%,5.40%,2.80%,"57,127","71,617",,(X),40.20%,(X)
"Randolph County, West Virginia",    Married-couple families,"5,036",2.10%,1.20%,5.10%,11.20%,14.10%,25.40%,15.80%,15.00%,7.00%,3.10%,"66,004",N,,(X),(X),(X)
"Randolph County, West Virginia",    Nonfamily households,"4,269",19.50%,12.70%,18.80%,13.10%,15.90%,8.10%,5.60%,4.50%,0.50%,1.30%,"24,399","44,743",,(X),(X),30.40%
"Ritchie County, West Virginia",    Households,"4,161",7.60%,4.80%,12.00%,9.80%,21.10%,18.60%,12.00%,8.10%,3.70%,2.20%,"44,328","61,064",,30.40%,(X),(X)
"Ritchie County, West Virginia",    Families,"2,963",3.70%,2.60%,8.40%,8.50%,21.90%,19.60%,16.70%,10.50%,5.20%,3.00%,"54,583","71,852",,(X),27.70%,(X)
"Ritchie County, West Virginia",    Married-couple families,"2,481",1.90%,1.10%,5.60%,8.00%,23.30%,21.20%,18.50%,11.40%,6.20%,2.70%,"57,917",N,,(X),(X),(X)
"Ritchie County, West Virginia",    Nonfamily households,"1,198",18.20%,9.30%,25.90%,14.30%,16.60%,12.70%,1.40%,1.20%,0.00%,0.40%,"24,077","32,135",,(X),(X),37.00%
"Roane County, West Virginia",    Households,"5,599",10.00%,7.10%,16.00%,12.40%,15.60%,17.30%,9.90%,7.80%,2.10%,1.70%,"38,895","51,706",,37.30%,(X),(X)
"Roane County, West Virginia",    Families,"3,548",6.10%,6.10%,9.80%,12.00%,17.40%,17.60%,14.00%,11.00%,3.20%,2.70%,"48,415","62,498",,(X),39.90%,(X)
"Roane County, West Virginia",    Married-couple families,"2,816",1.90%,6.10%,8.20%,9.70%,19.60%,19.00%,15.40%,12.90%,3.90%,3.40%,"52,721",N,,(X),(X),(X)
"Roane County, West Virginia",    Nonfamily households,"2,051",17.50%,9.30%,25.70%,13.70%,12.70%,16.20%,2.60%,2.10%,0.20%,0.00%,"23,774","32,354",,(X),(X),32.50%
"Summers County, West Virginia",    Households,"5,617",6.90%,5.00%,19.60%,16.00%,14.10%,15.60%,10.80%,9.10%,1.50%,1.40%,"37,769","51,232",,30.60%,(X),(X)
"Summers County, West Virginia",    Families,"3,625",5.70%,3.30%,13.10%,10.50%,15.60%,20.10%,14.30%,13.20%,2.00%,2.20%,"52,560","62,279",,(X),38.10%,(X)
"Summers County, West Virginia",    Married-couple families,"2,630",2.30%,2.30%,8.30%,11.80%,13.70%,24.30%,14.50%,17.00%,2.80%,3.00%,"59,137",N,,(X),(X),(X)
"Summers County, West Virginia",    Nonfamily households,"1,992",11.00%,8.10%,36.10%,22.20%,11.30%,6.40%,3.20%,1.70%,0.00%,0.00%,"22,389","28,286",,(X),(X),13.90%
"Taylor County, West Virginia",    Households,"6,649",6.70%,3.40%,11.00%,14.30%,12.60%,20.70%,9.80%,16.40%,2.90%,2.10%,"52,958","63,628",,28.20%,(X),(X)
"Taylor County, West Virginia",    Families,"4,385",5.80%,1.70%,9.90%,10.80%,10.30%,23.60%,12.60%,18.50%,4.30%,2.50%,"62,229","71,005",,(X),26.50%,(X)
"Taylor County, West Virginia",    Married-couple families,"3,327",3.40%,0.20%,3.70%,10.40%,11.30%,25.00%,13.70%,23.30%,5.70%,3.30%,"69,020",N,,(X),(X),(X)
"Taylor County, West Virginia",    Nonfamily households,"2,264",8.80%,8.20%,19.90%,19.30%,14.40%,15.80%,3.80%,8.30%,0.20%,1.20%,"29,865","43,676",,(X),(X),25.30%
"Tucker County, West Virginia",    Households,"3,176",7.40%,4.30%,12.70%,12.60%,15.80%,22.30%,11.60%,10.20%,2.60%,0.40%,"47,527","56,158",,34.90%,(X),(X)
"Tucker County, West Virginia",    Families,"1,966",2.50%,1.30%,4.40%,11.20%,19.40%,29.20%,14.90%,12.10%,4.20%,0.70%,"57,143","68,824",,(X),38.20%,(X)
"Tucker County, West Virginia",    Married-couple families,"1,535",1.00%,0.50%,3.80%,6.60%,19.10%,32.60%,15.00%,15.00%,5.40%,0.90%,"64,854",N,,(X),(X),(X)
"Tucker County, West Virginia",    Nonfamily households,"1,210",15.50%,9.30%,26.00%,16.00%,9.30%,10.80%,6.90%,6.30%,0.00%,0.00%,"24,808","34,846",,(X),(X),28.90%
"Tyler County, West Virginia",    Households,"3,402",7.40%,6.20%,11.20%,11.90%,16.10%,21.40%,9.70%,11.10%,3.70%,1.30%,"47,598","64,703",,33.50%,(X),(X)
"Tyler County, West Virginia",    Families,"2,088",4.90%,1.00%,6.40%,10.20%,16.10%,24.30%,12.60%,17.80%,5.00%,1.70%,"62,830","76,178",,(X),34.70%,(X)
"Tyler County, West Virginia",    Married-couple families,"1,584",2.00%,0.00%,6.10%,9.80%,15.90%,24.00%,15.30%,18.20%,6.40%,2.20%,"68,350",N,,(X),(X),(X)
"Tyler County, West Virginia",    Nonfamily households,"1,314",12.10%,14.50%,18.40%,15.60%,16.60%,18.30%,2.20%,1.80%,0.00%,0.60%,"30,169","44,007",,(X),(X),30.40%
"Upshur County, West Virginia",    Households,"9,592",10.00%,7.40%,12.10%,13.80%,14.60%,16.20%,11.10%,8.50%,4.60%,1.60%,"40,802","62,951",,32.80%,(X),(X)
"Upshur County, West Virginia",    Families,"6,069",8.70%,4.40%,7.20%,8.80%,17.30%,20.00%,13.60%,11.90%,6.50%,1.60%,"56,691","69,773",,(X),32.60%,(X)
"Upshur County, West Virginia",    Married-couple families,"4,211",4.70%,4.10%,3.70%,7.00%,19.00%,19.40%,14.90%,16.00%,9.00%,2.20%,"65,771",N,,(X),(X),(X)
"Upshur County, West Virginia",    Nonfamily households,"3,523",16.00%,13.50%,20.40%,21.70%,8.80%,9.80%,5.30%,1.80%,1.20%,1.50%,"25,049","47,887",,(X),(X),31.10%
"Wayne County, West Virginia",    Households,"15,228",12.80%,8.20%,11.40%,10.00%,11.70%,20.10%,11.30%,8.40%,3.20%,2.90%,"43,710","59,772",,38.10%,(X),(X)
"Wayne County, West Virginia",    Families,"10,100",6.20%,4.60%,8.10%,8.70%,13.20%,24.90%,14.40%,11.20%,4.40%,4.20%,"58,374","74,382",,(X),40.60%,(X)
"Wayne County, West Virginia",    Married-couple families,"8,107",3.60%,4.50%,6.40%,8.20%,13.20%,26.00%,14.50%,13.20%,5.50%,5.00%,"66,054",N,,(X),(X),(X)
"Wayne County, West Virginia",    Nonfamily households,"5,128",25.90%,15.40%,19.30%,12.20%,8.60%,10.90%,4.30%,2.20%,0.70%,0.40%,"18,823","29,638",,(X),(X),33.00%
"Webster County, West Virginia",    Households,"3,582",12.10%,9.40%,20.80%,8.80%,13.10%,18.00%,8.30%,7.40%,0.70%,1.30%,"33,358","46,441",,34.40%,(X),(X)
"Webster County, West Virginia",    Families,"2,410",8.00%,8.20%,16.80%,9.50%,13.00%,20.10%,12.00%,10.60%,1.00%,0.70%,"43,789","50,984",,(X),29.90%,(X)
"Webster County, West Virginia",    Married-couple families,"1,671",5.10%,1.40%,12.30%,10.50%,17.30%,25.20%,13.30%,12.60%,1.50%,0.80%,"53,313",N,,(X),(X),(X)
"Webster County, West Virginia",    Nonfamily households,"1,172",20.90%,13.30%,29.90%,7.10%,12.60%,12.40%,0.40%,0.90%,0.00%,2.40%,"20,093","35,578",,(X),(X),43.70%
"Wetzel County, West Virginia",    Households,"6,022",7.10%,7.00%,12.60%,11.20%,16.70%,18.00%,13.70%,8.70%,4.10%,1.00%,"44,539","56,868",,32.80%,(X),(X)
"Wetzel County, West Virginia",    Families,"3,759",4.10%,4.40%,8.20%,9.60%,16.80%,19.70%,17.90%,12.00%,6.00%,1.40%,"58,372","68,238",,(X),34.50%,(X)
"Wetzel County, West Virginia",    Married-couple families,"2,858",2.10%,2.60%,7.00%,6.70%,17.80%,19.00%,20.40%,14.90%,7.90%,1.60%,"68,056",N,,(X),(X),(X)
"Wetzel County, West Virginia",    Nonfamily households,"2,263",12.90%,11.20%,21.30%,13.70%,16.00%,13.70%,7.00%,2.60%,1.00%,0.50%,"27,352","36,752",,(X),(X),29.10%
"Wirt County, West Virginia",    Households,"2,557",8.40%,9.10%,12.20%,8.30%,16.30%,22.10%,10.90%,7.90%,3.20%,1.50%,"45,315","54,105",,31.20%,(X),(X)
"Wirt County, West Virginia",    Families,"1,659",2.50%,4.60%,14.20%,8.60%,13.10%,28.30%,10.60%,11.60%,4.10%,2.40%,"54,656","63,781",,(X),30.30%,(X)
"Wirt County, West Virginia",    Married-couple families,"1,496",0.80%,2.50%,12.10%,9.20%,13.60%,31.40%,11.00%,12.40%,4.50%,2.60%,"56,636",N,,(X),(X),(X)
"Wirt County, West Virginia",    Nonfamily households,898,20.30%,17.40%,9.10%,7.80%,21.60%,9.80%,11.90%,1.00%,1.10%,0.00%,"28,667","35,288",,(X),(X),32.90%
"Wood County, West Virginia",    Households,"35,189",8.30%,5.50%,11.90%,11.10%,14.30%,18.20%,12.10%,11.60%,3.90%,3.00%,"48,711","65,035",,36.80%,(X),(X)
"Wood County, West Virginia",    Families,"22,202",4.50%,3.30%,8.50%,8.60%,15.00%,20.20%,14.60%,15.80%,5.30%,4.20%,"62,718","78,679",,(X),36.30%,(X)
"Wood County, West Virginia",    Married-couple families,"16,708",2.10%,1.10%,4.50%,6.60%,14.70%,22.10%,17.20%,19.50%,6.80%,5.30%,"73,712",N,,(X),(X),(X)
"Wood County, West Virginia",    Nonfamily households,"12,987",15.70%,10.00%,18.30%,16.00%,13.30%,15.30%,7.00%,2.50%,0.90%,1.00%,"28,048","38,443",,(X),(X),36.10%
"Wyoming County, West Virginia",    Households,"8,674",9.60%,6.00%,13.10%,12.30%,16.50%,16.60%,12.20%,10.30%,2.00%,1.30%,"44,095","56,229",,46.40%,(X),(X)
"Wyoming County, West Virginia",    Families,"6,525",5.60%,4.50%,10.90%,12.40%,16.20%,19.30%,14.00%,13.40%,2.90%,0.70%,"50,271","61,639",,(X),50.10%,(X)
"Wyoming County, West Virginia",    Married-couple families,"5,270",3.10%,2.80%,8.60%,10.30%,17.30%,20.90%,16.60%,16.50%,3.00%,0.90%,"56,536",N,,(X),(X),(X)
"Wyoming County, West Virginia",    Nonfamily households,"2,149",23.30%,10.70%,19.50%,10.50%,19.50%,7.50%,6.10%,0.80%,0.20%,1.80%,"22,468","37,661",,(X),(X),34.90%
"Adams County, Wisconsin",    Households,"9,111",4.00%,5.50%,13.30%,12.00%,16.20%,20.30%,13.90%,10.50%,2.60%,1.70%,"48,906","62,373",,34.40%,(X),(X)
"Adams County, Wisconsin",    Families,"5,610",2.10%,2.50%,6.60%,10.70%,16.80%,23.70%,17.30%,14.30%,3.60%,2.20%,"61,847","74,411",,(X),34.50%,(X)
"Adams County, Wisconsin",    Married-couple families,"4,715",1.20%,1.90%,5.50%,9.00%,16.60%,23.90%,18.90%,16.20%,4.20%,2.60%,"66,095",N,,(X),(X),(X)
"Adams County, Wisconsin",    Nonfamily households,"3,501",7.40%,10.60%,24.70%,14.80%,15.10%,15.10%,7.90%,2.90%,0.70%,0.80%,"28,684","40,603",,(X),(X),33.60%
"Ashland County, Wisconsin",    Households,"6,483",6.30%,8.60%,12.30%,11.20%,13.80%,18.80%,12.80%,11.40%,2.70%,2.20%,"47,869","60,105",,34.80%,(X),(X)
"Ashland County, Wisconsin",    Families,"3,852",4.80%,4.30%,5.90%,9.90%,12.10%,24.20%,17.30%,15.40%,3.70%,2.40%,"61,840","71,461",,(X),33.20%,(X)
"Ashland County, Wisconsin",    Married-couple families,"2,882",0.40%,3.10%,3.20%,8.10%,12.40%,24.70%,20.60%,20.00%,4.40%,3.10%,"72,589",N,,(X),(X),(X)
"Ashland County, Wisconsin",    Nonfamily households,"2,631",11.20%,15.00%,21.90%,15.40%,14.30%,9.80%,5.50%,3.90%,1.30%,1.60%,"26,079","39,880",,(X),(X),36.80%
"Barron County, Wisconsin",    Households,"19,059",4.30%,4.80%,11.20%,11.00%,16.50%,20.20%,12.70%,12.60%,3.60%,3.10%,"52,346","70,632",,27.20%,(X),(X)
