County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,PERCENT IMPUTED!!Industry
"Multnomah County, Oregon","419,701","5,985","17,481","36,670","12,832","44,738","18,160","9,763","24,713","59,828","107,665","48,706","19,908","13,252",,10.90%
"Polk County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.10%
"Umatilla County, Oregon","33,623","2,531","1,287","3,865",797,"5,115","2,323","1,077",886,"2,192","6,096","2,994","1,464","2,996",,7.10%
"Washington County, Oregon","288,228","4,684","13,032","50,740","9,647","31,156","9,969","6,766","20,527","40,341","56,039","23,784","10,548","10,995",,9.10%
"Yamhill County, Oregon","47,156","2,437","2,322","8,307","1,500","6,005","1,210",588,"2,435","3,513","9,437","5,033","2,033","2,336",,9.50%
"Adams County, Pennsylvania","51,023","1,070","3,315","9,690","1,027","6,518","2,321",529,"1,408","3,439","11,793","4,494","2,594","2,825",,7.10%
"Allegheny County, Pennsylvania","623,721","5,298","31,703","50,476","18,246","69,522","28,171","12,039","53,100","79,931","170,259","59,249","28,646","17,081",,10.10%
"Armstrong County, Pennsylvania","27,885",861,"2,958","4,157",647,"2,894","1,324",168,"1,192","1,796","7,807","1,679","1,326","1,076",,10.00%
"Beaver County, Pennsylvania","81,321","1,096","4,284","10,565","2,472","9,655","7,216","1,039","4,622","7,578","19,049","7,268","4,217","2,260",,13.80%
"Berks County, Pennsylvania","200,854","2,523","10,876","39,280","7,314","24,110","10,363","2,602","11,881","18,320","44,631","14,731","8,981","5,242",,9.00%
"Blair County, Pennsylvania","56,198",713,"3,443","6,422","1,618","9,444","4,346","1,170","2,185","2,575","15,047","4,943","2,096","2,196",,8.90%
"Bucks County, Pennsylvania","326,430","1,889","22,214","38,472","11,688","40,730","13,709","6,469","24,827","43,533","78,178","23,523","12,756","8,442",,10.00%
"Butler County, Pennsylvania","94,108","1,099","6,081","13,661","2,939","13,019","5,351","1,531","5,764","8,729","21,600","7,464","4,251","2,619",,9.00%
"Cambria County, Pennsylvania","58,413","1,183","2,974","5,047","1,797","6,506","3,577",797,"2,875","3,814","17,589","5,793","3,128","3,333",,8.70%
"Carbon County, Pennsylvania",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.80%
"Centre County, Pennsylvania","77,408","1,249","3,590","6,720","1,161","7,839","2,243",377,"2,102","7,624","30,048","8,345","3,625","2,485",,16.90%
"Chester County, Pennsylvania","270,111","7,478","14,503","30,529","9,212","23,312","9,719","6,014","25,989","43,153","61,062","21,602","10,804","6,734",,8.00%
"Clearfield County, Pennsylvania","32,548","1,766","2,323","3,673",387,"5,237","3,032",463,"1,276","1,599","7,203","2,717","1,557","1,315",,7.80%
"Columbia County, Pennsylvania","29,129",431,"1,260","4,055",384,"3,779","2,178",559,680,"1,559","9,107","2,958","1,116","1,063",,7.70%
"Crawford County, Pennsylvania","38,598","1,509","2,687","8,201",629,"3,742","1,986",422,"1,081","1,761","10,155","3,041","1,847","1,537",,10.90%
"Cumberland County, Pennsylvania","125,845","1,406","6,046","11,886","3,149","15,943","9,036","2,219","11,498","13,395","25,856","8,373","5,101","11,937",,10.60%
"Dauphin County, Pennsylvania","133,305",644,"5,322","11,005","4,160","15,216","7,936","2,329","10,159","11,737","32,570","13,256","5,662","13,309",,17.50%
"Delaware County, Pennsylvania","280,126","1,448","14,260","19,063","7,405","28,316","14,752","5,961","22,637","33,684","85,623","22,825","12,612","11,540",,10.90%
"Erie County, Pennsylvania","127,249","1,544","5,023","22,891","2,649","12,943","4,647","1,862","8,760","8,107","32,116","16,257","6,351","4,099",,10.90%
"Fayette County, Pennsylvania","53,187","2,590","3,904","6,583","1,570","6,761","4,635",538,"1,720","3,344","12,813","4,902","1,791","2,036",,10.30%
"Franklin County, Pennsylvania","72,851","1,851","4,271","11,913","2,050","8,569","4,714","1,063","4,860","5,216","15,357","4,978","3,609","4,400",,6.40%
"Indiana County, Pennsylvania","37,667","1,865","2,552","3,775",826,"4,046","3,100",579,"1,425","1,533","10,664","4,006","2,115","1,181",,10.00%
"Lackawanna County, Pennsylvania","100,019",725,"5,777","11,237","4,106","11,239","4,825","1,823","5,315","8,840","28,366","8,680","4,623","4,463",,9.20%
"Lancaster County, Pennsylvania","266,353","8,972","20,913","43,030","10,008","30,268","12,796","2,936","12,580","24,446","60,192","20,219","12,909","7,084",,10.00%
"Lawrence County, Pennsylvania","37,488",682,"2,286","5,954",836,"5,190","2,600",424,"1,867","2,338","9,486","2,754","1,931","1,140",,8.50%
"Lebanon County, Pennsylvania","67,361","1,500","4,144","9,625","1,828","8,271","4,082",599,"3,222","5,014","16,703","6,828","3,090","2,455",,11.50%
"Lehigh County, Pennsylvania","175,761",560,"8,694","25,651","5,450","20,964","11,673","2,751","9,437","20,592","42,474","16,442","7,198","3,875",,7.50%
"Luzerne County, Pennsylvania","148,579",854,"6,785","19,681","5,339","20,848","9,466","1,909","7,395","13,179","36,653","13,447","5,351","7,672",,10.80%
"Lycoming County, Pennsylvania","55,739","1,614","3,653","8,444","1,630","6,341","2,899",873,"1,681","4,011","15,597","5,110","2,086","1,800",,8.40%
"Mercer County, Pennsylvania","49,103","1,172","2,112","7,867",645,"6,344","2,057",690,"2,253","3,722","14,115","3,915","2,137","2,074",,8.20%
"Monroe County, Pennsylvania","78,375","1,037","5,063","6,654","1,808","8,706","4,748",818,"4,171","6,326","18,578","12,384","4,637","3,445",,10.30%
"Montgomery County, Pennsylvania","423,298","1,312","25,500","46,430","12,294","43,094","13,953","10,516","40,826","64,186","103,786","32,741","20,353","8,307",,9.80%
"Northampton County, Pennsylvania","148,305","1,047","7,032","21,733","4,002","17,784","9,268","3,078","7,299","14,088","39,515","11,601","7,046","4,812",,8.00%
"Northumberland County, Pennsylvania","41,262","1,266","1,542","6,616",928,"4,548","2,266",491,"1,149","2,645","12,837","3,129","1,823","2,022",,19.00%
"Philadelphia County, Pennsylvania","676,371","1,878","25,245","46,786","14,808","72,694","42,307","12,580","36,240","79,697","199,907","67,966","33,787","42,476",,17.10%
"Schuylkill County, Pennsylvania","61,250",935,"3,622","11,230","2,096","8,780","4,800",866,"2,142","3,242","15,509","2,799","2,258","2,971",,11.40%
"Somerset County, Pennsylvania","32,286","1,600","2,398","3,895",799,"3,576","2,062",226,"1,827","2,562","8,324","2,356","1,235","1,426",,7.10%
"Washington County, Pennsylvania","98,883","4,437","6,914","11,617","2,593","11,975","4,460","1,284","6,262","10,287","23,438","8,551","4,471","2,594",,9.70%
"Westmoreland County, Pennsylvania","171,930","1,704","10,592","26,404","6,209","22,509","9,809","1,448","9,624","14,547","40,560","12,661","10,706","5,157",,10.10%
"York County, Pennsylvania","222,498","1,343","17,145","35,802","7,363","25,726","14,239","2,446","11,571","18,864","47,600","17,541","11,527","11,331",,8.10%
"Kent County, Rhode Island","88,620",54,"4,917","11,746","3,006","9,976","3,606",944,"5,707","7,849","22,254","10,190","3,461","4,910",,9.60%
"Newport County, Rhode Island",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.80%
"Providence County, Rhode Island","303,019",801,"13,506","36,774","9,499","37,415","12,472","5,459","19,314","27,663","83,648","31,942","13,837","10,689",,11.10%
"Washington County, Rhode Island","65,560",431,"4,431","6,967","1,602","6,652","1,351",820,"3,600","6,438","17,712","9,068","3,466","3,022",,8.60%
"Aiken County, South Carolina","70,130",697,"5,553","9,519","1,059","10,559","4,966",550,"2,893","7,357","14,048","6,078","4,117","2,734",,12.30%
"Anderson County, South Carolina","86,601",679,"4,572","20,465","1,403","10,379","3,753","1,799","3,926","6,445","19,778","6,363","4,446","2,593",,8.30%
"Beaufort County, South Carolina","71,556",663,"4,570","3,402",726,"10,572","2,289","2,032","5,395","9,741","13,256","11,937","3,841","3,132",,14.90%
"Berkeley County, South Carolina","92,066",171,"8,075","11,055","2,560","10,734","5,218","1,658","5,051","11,044","17,197","8,256","4,506","6,541",,15.20%
"Charleston County, South Carolina","196,142","1,031","11,907","10,645","5,503","19,005","8,859","4,272","14,584","29,290","43,935","28,520","9,912","8,679",,12.00%
"Darlington County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.50%
"Dorchester County, South Carolina","70,651",283,"3,718","9,868","1,164","8,708","2,806","1,893","2,950","9,911","15,199","7,120","3,007","4,024",,17.20%
"Florence County, South Carolina","59,710",320,"2,644","9,164","2,208","6,957","3,926",492,"2,978","3,533","16,253","4,432","3,830","2,973",,9.50%
"Greenville County, South Carolina","229,422",977,"12,764","39,082","6,785","23,634","7,740","6,841","13,492","28,372","49,407","21,731","12,517","6,080",,7.80%
"Greenwood County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.00%
"Horry County, South Carolina","136,357",968,"13,540","6,370","2,792","22,559","3,689","2,801","8,940","12,998","26,292","26,378","5,616","3,414",,8.30%
"Lancaster County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.70%
"Laurens County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.70%
"Lexington County, South Carolina","137,043","1,454","10,678","14,050","4,469","14,833","6,603","2,027","9,682","14,556","31,462","10,145","7,868","9,216",,9.60%
"Oconee County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.40%
"Orangeburg County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,16.50%
"Pickens County, South Carolina","52,412",785,"4,313","10,284","1,132","4,918","2,645",500,"2,695","3,811","13,902","3,786","2,260","1,381",,7.20%
"Richland County, South Carolina","194,291",549,"9,427","15,463","3,862","24,718","9,652","3,861","16,847","19,281","45,323","20,930","9,787","14,591",,9.30%
"Spartanburg County, South Carolina","134,166","1,010","7,915","29,533","6,030","15,486","5,927","3,091","5,316","10,576","25,914","12,956","8,131","2,281",,10.50%
"Sumter County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.10%
"York County, South Carolina","122,708",456,"6,487","15,675","5,215","16,239","8,679","3,257","11,343","12,561","21,987","10,690","6,253","3,866",,11.40%
"Minnehaha County, South Dakota","98,816",805,"7,542","11,927","3,952","10,920","4,462","1,626","9,809","7,164","26,202","8,640","3,365","2,402",,5.80%
"Pennington County, South Dakota","54,629","1,502","3,958","3,585","1,399","6,467","2,580",748,"4,378","5,923","12,139","6,884","2,855","2,211",,6.90%
"Anderson County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.30%
"Blount County, Tennessee","58,977",324,"3,260","8,997","1,270","7,972","2,633","1,275","4,466","7,208","11,659","5,113","3,477","1,323",,10.40%
"Bradley County, Tennessee","45,947",78,"3,037","8,664","1,120","4,758","3,161",771,"2,440","3,292","8,725","5,596","3,117","1,188",,6.90%
"Davidson County, Tennessee","363,716",337,"20,138","27,285","8,626","39,943","17,904","9,442","28,501","46,996","86,084","45,233","18,831","14,396",,10.80%
"Greene County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.90%
"Hamilton County, Tennessee","166,257",727,"7,941","21,620","4,801","20,611","13,746","2,611","12,820","17,469","35,861","16,019","8,609","3,422",,11.00%
"Knox County, Tennessee","226,545",961,"10,040","16,834","6,043","33,452","9,985","5,200","12,962","30,267","59,239","23,230","9,728","8,604",,7.40%
"Madison County, Tennessee","45,355",331,"1,888","6,031","1,022","6,166","2,070",327,"1,410","3,138","13,788","4,666","2,797","1,721",,6.60%
"Maury County, Tennessee","41,010",161,"1,690","6,257","1,195","6,784","2,281",782,"3,158","4,198","8,548","2,940","1,810","1,206",,11.50%
"Montgomery County, Tennessee","76,546",709,"4,376","10,478","1,364","10,498","3,801","1,149","3,316","8,260","17,487","6,442","3,194","5,472",,12.70%
"Putnam County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.60%
"Robertson County, Tennessee","30,788",700,"3,150","6,628",576,"2,416","1,272",684,"1,801","2,092","5,452","2,656","1,420","1,941",,9.10%
"Rutherford County, Tennessee","155,563",699,"9,407","19,808","4,729","19,913","11,028","3,742","9,958","15,860","31,934","15,505","7,740","5,240",,12.20%
"Sevier County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.80%
"Shelby County, Tennessee","434,881",694,"20,719","38,558","14,959","51,921","54,859","7,549","23,732","45,539","95,607","38,127","24,033","18,584",,11.50%
"Sullivan County, Tennessee","66,359",373,"4,977","10,561","2,461","7,921","1,684","1,349","3,095","5,457","17,159","6,273","2,812","2,237",,8.30%
"Sumner County, Tennessee","88,193",689,"4,529","9,433","5,136","10,399","5,634","1,524","4,870","10,455","19,312","8,023","4,866","3,323",,10.90%
"Washington County, Tennessee","57,372",336,"2,761","6,811",931,"6,469","1,787","1,721","2,636","3,949","16,805","7,792","4,031","1,343",,5.60%
"Williamson County, Tennessee","105,778",704,"4,927","8,589","3,122","10,017","2,266","4,090","11,256","15,422","25,768","9,566","6,223","3,828",,11.50%
"Wilson County, Tennessee","60,648",285,"3,868","5,091","2,730","6,710","4,517",870,"4,881","7,000","11,688","5,965","4,094","2,949",,12.40%
"Angelina County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.20%
"Bastrop County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.10%
"Bell County, Texas","129,316","1,714","8,236","9,489","3,233","16,503","5,730","1,425","6,065","13,458","31,800","11,689","6,130","13,844",,9.10%
"Bexar County, Texas","858,184","13,197","64,260","50,570","23,377","103,544","38,961","17,107","76,754","96,500","192,767","98,232","40,791","42,124",,10.50%
"Bowie County, Texas","35,045",505,"1,850","3,072","1,163","4,876","1,660",257,"1,351","3,592","8,711","3,128","2,254","2,626",,9.90%
"Brazoria County, Texas","163,024","2,817","15,430","22,546","2,518","13,545","9,744","2,730","6,871","18,489","43,089","10,684","8,005","6,556",,8.10%
"Brazos County, Texas","105,442","3,157","6,655","5,748","2,882","14,714","2,389","1,664","4,265","9,595","33,814","12,785","4,059","3,715",,11.00%
"Cameron County, Texas","154,177","3,253","11,558","8,263","3,973","21,395","8,424","2,274","6,331","11,549","49,669","11,954","7,656","7,878",,9.00%
"Collin County, Texas","472,022","4,171","22,613","44,571","13,569","54,885","14,456","16,730","52,750","78,764","94,877","39,081","23,055","12,500",,8.60%
"Comal County, Texas","57,623","1,052","6,583","2,752","1,730","6,807","2,773","1,173","4,231","7,878","10,182","6,230","2,848","3,384",,9.00%
"Coryell County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.40%
"Dallas County, Texas","1,254,419","11,162","121,330","108,286","37,050","135,246","79,224","33,309","104,549","180,026","219,955","127,970","69,459","26,853",,9.60%
"Denton County, Texas","418,085","4,477","22,518","32,914","16,080","50,592","24,384","12,114","40,612","57,177","81,366","39,591","23,706","12,554",,11.00%
"Ector County, Texas","75,131","11,145","7,411","4,082","3,445","8,540","4,383",803,"4,299","4,259","12,239","7,043","5,693","1,789",,11.30%
"Ellis County, Texas","79,557",820,"6,696","9,260","2,423","10,591","6,777","1,503","5,525","8,836","15,699","5,206","3,564","2,657",,8.80%
"El Paso County, Texas","342,886","4,054","18,164","23,373","9,328","41,726","24,165","5,644","18,809","37,253","82,365","35,566","15,582","26,857",,9.10%
"Fort Bend County, Texas","346,630","22,056","20,060","31,422","11,918","38,277","17,109","4,231","27,296","45,953","82,770","22,957","12,577","10,004",,9.90%
"Galveston County, Texas","150,643","3,567","14,098","13,764","2,767","14,628","6,289","2,096","9,430","17,159","36,885","16,649","5,898","7,413",,15.80%
"Grayson County, Texas","58,993",651,"6,056","8,219","1,229","5,748","2,032","1,079","2,919","4,748","14,807","5,202","3,242","3,061",,9.50%
"Gregg County, Texas","55,799","2,948","2,244","7,866",730,"9,333","2,395",306,"2,783","4,481","13,262","4,872","3,163","1,416",,6.40%
"Guadalupe County, Texas","70,959","1,766","3,341","8,250","2,569","9,448","4,082","1,193","3,436","5,646","14,797","6,486","4,046","5,899",,12.50%
"Harris County, Texas","2,203,452","78,111","221,125","212,800","80,188","246,327","147,992","28,776","132,054","281,919","405,906","198,199","117,747","52,308",,10.30%
"Harrison County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.00%
"Hays County, Texas","99,308","1,225","9,900","5,684","3,208","14,824","3,062","2,111","5,088","10,753","22,791","11,428","4,565","4,669",,11.20%
"Henderson County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.90%
"Hidalgo County, Texas","309,408","12,992","24,016","13,781","11,107","43,584","16,429","3,242","12,939","24,818","89,662","27,586","17,968","11,284",,7.50%
"Hunt County, Texas","37,105",673,"3,981","5,475","1,387","5,321","1,491",600,"1,602","2,964","7,428","2,532","2,148","1,503",,8.70%
"Jefferson County, Texas","106,495","1,423","11,640","13,906","2,442","12,781","4,562",863,"4,160","9,794","23,614","10,007","5,936","5,367",,11.20%
"Johnson County, Texas","71,448","2,303","6,754","7,893","2,904","9,435","5,728",980,"3,529","5,267","15,686","3,809","3,188","3,972",,8.60%
"Kaufman County, Texas","51,435",625,"3,167","4,860","1,553","6,953","3,503","1,514","3,010","5,010","11,398","4,887","2,047","2,908",,20.90%
"Liberty County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.20%
"Lubbock County, Texas","143,299","3,437","10,452","9,197","3,935","19,093","5,978","2,953","8,374","10,453","41,480","15,495","7,707","4,745",,17.60%
"McLennan County, Texas","111,145","1,190","8,862","11,532","3,204","13,129","4,961","1,572","7,913","9,490","26,875","9,810","5,815","6,792",,7.90%
"Midland County, Texas","82,300","17,234","5,290","3,918","2,331","8,204","6,546",575,"3,666","6,357","15,047","6,622","4,847","1,663",,8.70%
"Montgomery County, Texas","245,708","15,213","19,736","24,309","10,989","25,853","16,603","4,769","14,835","31,654","43,198","17,653","13,868","7,028",,11.20%
"Nacogdoches County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.00%
"Nueces County, Texas","166,643","5,664","15,309","10,909","4,292","18,642","7,469","1,723","9,553","14,405","37,872","21,665","8,800","10,340",,7.20%
"Orange County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,34.70%
"Parker County, Texas","60,416","3,435","5,962","7,235","1,817","8,980","4,176",820,"3,419","4,294","11,131","3,551","3,302","2,294",,9.40%
"Potter County, Texas","54,885",925,"5,383","4,633","2,161","8,120","2,303",978,"2,695","4,396","12,207","5,836","3,588","1,660",,8.70%
"Randall County, Texas","66,914","1,808","4,581","4,298","3,095","8,486","4,351",986,"3,554","3,905","18,163","6,402","4,168","3,117",,8.70%
"Rockwall County, Texas","43,921",912,"3,921","4,849","1,405","5,858","1,674",896,"2,913","5,857","9,720","2,956","1,437","1,523",,7.50%
"San Patricio County, Texas","28,401","1,980","3,323","3,568",798,"2,452","1,596",34,"1,214","2,768","6,162","2,339","1,005","1,162",,7.00%
"Smith County, Texas","98,334","3,616","6,539","6,710","2,321","14,235","3,764","2,647","5,729","7,785","27,200","8,564","6,517","2,707",,8.60%
"Tarrant County, Texas","971,342","14,337","65,831","99,335","33,819","120,326","74,487","19,209","71,066","106,019","194,238","87,317","50,409","34,949",,10.40%
"Taylor County, Texas","62,445","1,136","3,562","3,278","1,387","7,389","3,905",580,"3,643","4,005","19,189","7,131","3,562","3,678",,8.20%
"Tom Green County, Texas","52,257","4,004","3,547","2,707","1,655","7,710","1,718","1,014","1,847","4,675","13,368","4,575","2,528","2,909",,7.50%
"Travis County, Texas","642,147","5,172","48,464","47,015","14,332","61,996","21,228","19,990","48,368","113,901","125,334","68,756","32,803","34,788",,12.10%
"Victoria County, Texas","42,035","1,730","3,444","3,943","1,252","7,232","2,365",454,"1,478","2,036","11,073","3,377","1,584","2,067",,7.50%
"Walker County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.60%
"Webb County, Texas","106,380","3,158","6,185","1,799","4,159","14,176","15,310",661,"3,709","7,693","26,692","10,200","6,221","6,417",,8.20%
"Wichita County, Texas","54,432","2,412","3,566","4,264","1,057","8,368","2,188","1,148","1,404","3,772","13,462","6,578","2,979","3,234",,10.20%
"Williamson County, Texas","256,940","2,914","15,819","27,753","7,224","27,155","8,698","6,883","19,878","42,076","57,376","19,038","9,324","12,802",,11.20%
"Cache County, Utah","57,513","1,458","3,218","10,203",711,"7,542","1,277",783,"2,002","7,638","14,257","4,249","2,588","1,587",,12.10%
"Davis County, Utah","157,340","1,264","9,348","17,416","4,707","19,747","8,227","2,917","11,378","18,986","31,449","12,876","6,969","12,056",,9.90%
"Salt Lake County, Utah","563,382","5,527","36,673","64,755","16,235","68,736","27,923","12,301","49,561","72,870","109,060","53,290","24,794","21,657",,9.30%
"Utah County, Utah","260,151","1,909","19,835","25,259","8,000","33,300","7,775","8,559","13,823","33,491","65,687","21,535","12,406","8,572",,10.20%
"Washington County, Utah","62,786","1,165","4,598","3,967","1,230","9,992","2,407","1,481","3,854","6,014","14,620","9,027","2,369","2,062",,12.10%
"Weber County, Utah","113,751","1,273","8,182","20,466","3,197","11,553","4,825","1,483","6,279","11,639","20,602","7,712","4,547","11,993",,9.00%
"Chittenden County, Vermont","92,236",800,"5,075","8,813","1,976","9,446","2,864","3,050","5,348","9,775","27,541","10,257","3,889","3,402",,7.40%
"Albemarle County, Virginia","52,607",214,"2,580","2,494",880,"5,338","1,227","1,028","2,889","6,208","19,589","5,232","2,999","1,929",,13.60%
"Arlington County, Virginia","144,965",207,"8,197","3,060","1,174","5,385","2,560","4,144","13,321","40,474","21,912","9,482","9,479","25,570",,10.90%
"Augusta County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.70%
"Bedford County, Virginia","36,941",441,"2,627","5,345","1,287","3,678","2,042",573,"2,350","3,071","8,941","2,759","1,688","2,139",,9.00%
"Chesterfield County, Virginia","173,429",404,"11,747","12,486","7,006","22,091","8,331","2,879","15,898","18,802","37,943","14,917","9,834","11,091",,12.40%
"Fairfax County, Virginia","613,246","1,608","32,479","15,531","6,583","47,151","17,474","16,254","40,381","152,042","113,127","59,250","40,596","70,770",,11.40%
"Fauquier County, Virginia","35,202",798,"4,291","1,084",848,"3,357","1,334","1,050","2,044","5,592","7,489","2,543","2,224","2,548",,7.50%
"Frederick County, Virginia","41,728",590,"3,382","4,617",748,"5,249","1,969","1,499","1,624","3,756","10,624","2,816","1,947","2,907",,8.30%
"Hanover County, Virginia","55,544","1,094","5,309","2,504","2,205","5,968","3,434","1,451","5,635","5,438","12,242","4,166","2,838","3,260",,9.70%
"Henrico County, Virginia","173,867",568,"8,105","9,939","4,993","21,511","8,558","3,255","21,037","19,968","41,411","16,802","8,136","9,584",,14.20%
"James City County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.30%
"Loudoun County, Virginia","203,967","1,150","10,533","7,904","2,956","17,673","8,776","8,955","15,290","54,248","31,973","17,780","9,691","17,038",,12.50%
"Montgomery County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,16.20%
"Prince William County, Virginia","227,288",292,"18,097","7,648","4,372","25,793","10,065","3,969","10,733","41,701","41,940","21,770","12,647","28,261",,15.90%
"Roanoke County, Virginia","45,490",290,"2,100","4,211","1,141","4,825","2,754",324,"5,352","6,158","10,582","3,470","2,284","1,999",,7.90%
"Rockingham County, Virginia","37,880","1,983","2,563","4,011","1,404","5,305","2,022",770,"1,801","3,414","9,079","3,209","1,242","1,077",,9.60%
"Spotsylvania County, Virginia","64,599",258,"4,774","2,910","1,208","9,243","4,289","1,338","3,332","7,853","13,089","5,567","3,500","7,238",,11.90%
"Stafford County, Virginia","67,347",274,"5,430","2,613",651,"7,575","1,793",942,"3,414","10,245","13,909","4,414","2,171","13,916",,11.60%
"York County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.60%
"Alexandria city, Virginia","94,889",76,"5,302","2,416",718,"8,493","3,563","2,957","6,729","17,162","15,344","9,225","6,747","16,157",,10.60%
"Chesapeake city, Virginia","108,081",275,"6,643","9,324","1,992","10,896","5,309","2,483","7,348","12,250","27,554","7,690","6,133","10,184",,11.90%
"Hampton city, Virginia","61,582",215,"4,406","7,592",722,"7,036","2,300",378,"4,448","6,627","14,571","4,545","3,371","5,371",,14.40%
"Lynchburg city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,16.50%
"Newport News city, Virginia","81,014",93,"3,123","13,775","1,574","11,048","2,953","1,380","3,737","8,349","17,031","7,124","3,389","7,438",,11.50%
"Norfolk city, Virginia","101,051",145,"7,321","6,438","1,872","11,100","5,832","1,972","6,712","10,326","20,608","14,308","4,239","10,178",,13.70%
"Portsmouth city, Virginia","40,093",456,"2,959","4,105",447,"4,919","2,262",520,"1,523","3,575","10,431","3,099","1,911","3,886",,11.20%
"Richmond city, Virginia","109,848",232,"4,198","6,313","1,578","11,907","3,896","1,522","9,087","15,817","28,254","13,625","6,561","6,858",,15.90%
"Roanoke city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.80%
"Suffolk city, Virginia","40,222",218,"2,732","4,714",737,"4,952","1,493",499,"1,660","4,467","9,397","2,830","2,450","4,073",,7.80%
"Virginia Beach city, Virginia","217,289",937,"15,578","12,741","5,850","24,915","7,272","4,880","15,282","25,275","48,861","25,125","10,027","20,546",,9.50%
"Benton County, Washington","85,716","5,206","7,559","5,276","1,022","9,738","4,475","1,068","3,669","13,796","19,391","6,602","4,029","3,885",,6.50%
"Chelan County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.10%
"Clallam County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.50%
"Clark County, Washington","214,884","1,318","19,088","24,291","6,918","24,593","16,178","4,754","14,409","21,891","42,172","19,740","10,927","8,605",,9.20%
"Cowlitz County, Washington","43,976","1,129","3,759","6,444",985,"6,253","2,263",459,"1,819","3,250","10,184","3,277","2,287","1,867",,6.60%
"Franklin County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.20%
"Grant County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.60%
"Grays Harbor County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.40%
"Island County, Washington","32,020",534,"2,289","4,122",586,"4,646","1,962",523,"1,456","2,737","6,326","2,073","1,976","2,790",,12.10%
"King County, Washington","1,136,132","5,536","58,007","102,962","32,643","134,076","55,154","38,429","70,239","211,729","231,731","107,993","50,122","37,511",,9.80%
"Kitsap County, Washington","109,920",812,"7,835","12,034","1,862","11,850","4,661","1,206","4,888","12,312","22,801","13,528","5,396","10,735",,9.60%
"Lewis County, Washington","30,058","1,811","2,122","2,962",667,"3,873","2,589",177,848,"2,087","5,927","2,583","1,418","2,994",,8.00%
"Pierce County, Washington","378,773","2,395","30,670","40,654","11,640","46,755","25,128","6,223","18,642","31,823","87,199","34,654","17,269","25,721",,10.60%
"Skagit County, Washington","54,890","2,592","4,848","6,893","2,466","5,654","2,437",609,"1,327","5,721","11,069","6,108","2,872","2,294",,9.80%
"Snohomish County, Washington","388,721","3,057","28,773","65,279","10,543","48,167","17,673","8,766","23,411","43,386","74,109","32,144","18,647","14,766",,10.20%
"Spokane County, Washington","212,649","3,120","12,264","17,689","7,143","26,354","10,139","3,031","15,460","19,866","57,400","18,651","12,045","9,487",,10.40%
"Thurston County, Washington","121,109","2,526","8,227","6,735","2,038","13,036","5,184","1,919","5,654","11,861","24,798","12,024","6,835","20,272",,11.10%
