County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"Adams County, Pennsylvania","52,337","1,062","4,154","7,957","1,110","7,009","2,222",584,"1,424","3,435","13,453","4,606","2,749","2,572",,10.00%
"Allegheny County, Pennsylvania","636,557","2,630","32,300","50,290","14,807","67,136","36,748","12,388","56,804","87,938","176,621","53,158","27,659","18,078",,14.50%
"Armstrong County, Pennsylvania","30,640","1,003","2,810","4,848",659,"3,836","2,316",516,"1,035","2,301","6,914","1,840","1,689",873,,9.60%
"Beaver County, Pennsylvania","80,086","1,104","6,916","7,741","1,972","8,495","6,663",856,"5,807","6,690","22,296","5,477","3,940","2,129",,11.70%
"Berks County, Pennsylvania","210,794","3,529","13,814","33,427","5,712","22,639","15,268","3,522","11,291","19,438","50,926","16,180","9,344","5,704",,26.90%
"Blair County, Pennsylvania","58,519",491,"5,125","5,383","1,297","7,334","4,675",611,"1,830","4,527","18,019","5,320","2,358","1,549",,6.30%
"Bucks County, Pennsylvania","334,392","1,400","25,520","35,148","10,775","36,372","14,790","5,862","23,840","43,480","84,528","28,775","14,122","9,780",,11.60%
"Butler County, Pennsylvania","93,146","1,057","6,956","10,840","2,293","10,935","5,842","1,539","5,938","9,880","23,961","7,089","4,219","2,597",,8.30%
"Cambria County, Pennsylvania","57,273",836,"3,841","5,222",946,"7,171","5,190",802,"2,329","4,231","16,877","4,650","2,391","2,787",,8.50%
"Carbon County, Pennsylvania",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.30%
"Centre County, Pennsylvania","79,550",979,"2,955","5,678","1,040","8,853","2,433","1,184","3,303","8,376","31,501","6,781","3,690","2,777",,10.90%
"Chester County, Pennsylvania","277,247","5,701","13,461","32,632","7,015","24,593","7,119","5,464","30,925","47,216","66,180","17,778","13,128","6,035",,11.60%
"Clearfield County, Pennsylvania","34,640",795,"3,079","4,013",714,"4,166","2,615",412,"1,136","1,435","10,144","2,192","1,878","2,061",,14.20%
"Columbia County, Pennsylvania","31,205",574,"1,728","3,797",445,"3,190","1,615",247,"1,122","1,616","10,818","3,124","1,790","1,139",,6.60%
"Crawford County, Pennsylvania","37,333","1,297","3,105","7,928",481,"3,757","1,647",729,852,"1,686","9,641","2,489","1,700","2,021",,8.30%
"Cumberland County, Pennsylvania","132,911","1,348","8,012","12,387","2,692","13,820","11,013","1,863","9,914","14,764","29,375","10,735","7,132","9,856",,10.80%
"Dauphin County, Pennsylvania","141,549","1,825","5,849","14,663","6,499","14,601","8,841","1,231","10,263","14,075","35,138","10,635","6,434","11,495",,22.30%
"Delaware County, Pennsylvania","282,015",829,"16,212","20,114","5,753","29,234","19,093","5,612","22,924","35,312","79,376","26,617","11,104","9,835",,17.00%
"Erie County, Pennsylvania","125,802","1,402","6,936","18,353","2,163","12,645","5,746",743,"8,394","9,778","37,940","11,488","7,041","3,173",,9.90%
"Fayette County, Pennsylvania","53,800","2,037","4,025","6,090",927,"7,716","3,911",312,"1,193","4,062","14,199","5,180","2,862","1,286",,9.90%
"Franklin County, Pennsylvania","75,911","3,107","4,893","11,414","2,481","9,745","6,360",607,"2,512","4,871","16,677","5,923","3,436","3,885",,10.30%
"Indiana County, Pennsylvania","37,775","1,466","3,381","3,921",744,"5,191","2,171",563,"1,659","2,212","10,893","2,308","1,583","1,683",,13.60%
"Lackawanna County, Pennsylvania","99,057",556,"5,944","8,818","3,893","11,680","5,990","2,294","6,467","9,581","25,990","8,943","4,523","4,378",,9.30%
"Lancaster County, Pennsylvania","276,659","6,162","22,854","40,345","9,730","32,971","14,807","4,228","15,149","23,991","65,613","22,279","13,172","5,358",,20.10%
"Lawrence County, Pennsylvania","40,252",585,"3,672","5,721",973,"4,079","2,722",496,"1,589","2,662","10,284","3,631","2,649","1,189",,9.30%
"Lebanon County, Pennsylvania","71,681","2,317","4,159","10,756","1,615","9,499","4,544",635,"2,468","5,636","18,323","6,834","3,001","1,894",,19.60%
"Lehigh County, Pennsylvania","180,750","1,258","7,927","21,742","5,208","21,281","17,040","2,967","8,597","18,342","47,762","18,029","6,704","3,893",,9.90%
"Luzerne County, Pennsylvania","153,698",882,"7,787","22,388","4,256","20,261","11,869","2,438","8,004","11,761","35,035","14,373","7,361","7,283",,11.90%
"Lycoming County, Pennsylvania","50,871","1,038","4,421","7,044","1,741","6,134","2,210",284,"2,383","3,491","12,643","3,692","3,159","2,631",,11.90%
"Mercer County, Pennsylvania","49,240",665,"2,466","9,126","1,008","4,967","2,408",212,"2,688","3,974","14,006","3,152","2,476","2,092",,7.20%
"Monroe County, Pennsylvania","83,893",891,"5,893","8,340","1,453","11,204","7,515","1,112","3,091","7,865","17,684","11,072","4,398","3,375",,19.20%
"Montgomery County, Pennsylvania","441,752","1,041","25,888","52,790","12,598","40,185","12,899","9,621","44,820","70,020","111,419","29,949","19,444","11,078",,10.80%
"Northampton County, Pennsylvania","153,528","1,036","8,785","21,060","5,528","14,460","11,738","2,616","8,664","12,190","42,654","12,233","6,605","5,959",,13.20%
"Northumberland County, Pennsylvania","41,091",851,"2,282","5,075","1,147","5,718","3,230",533,840,"2,077","11,523","3,797","1,838","2,180",,10.40%
"Philadelphia County, Pennsylvania","724,956","1,704","29,550","46,184","13,098","65,893","41,065","15,537","46,862","89,460","230,336","68,879","36,938","39,450",,19.90%
"Schuylkill County, Pennsylvania","63,616","1,316","4,191","14,277","1,564","8,668","3,920",250,"1,788","4,854","13,834","2,613","2,977","3,364",,10.20%
"Somerset County, Pennsylvania","31,749","1,428","2,368","4,428",597,"3,619","2,523",146,"1,348","1,900","7,278","2,259","1,901","1,954",,5.90%
"Washington County, Pennsylvania","100,644","3,268","8,818","10,860","3,220","12,278","5,199","1,971","6,034","8,587","23,923","8,726","4,780","2,980",,15.90%
"Westmoreland County, Pennsylvania","171,479","1,845","11,212","24,317","5,570","19,913","11,751","1,528","9,370","14,145","42,105","14,043","10,448","5,232",,8.00%
"York County, Pennsylvania","227,753","2,445","13,818","37,335","7,318","24,908","15,118","2,204","13,121","21,127","50,532","16,269","11,105","12,453",,9.20%
"Kent County, Rhode Island","90,954",431,"6,186","9,619","1,986","9,891","5,179","2,464","6,520","9,059","21,573","8,547","5,321","4,178",,10.40%
"Newport County, Rhode Island","42,378",178,"2,666","3,652",587,"3,444","1,866",669,"2,909","5,924","9,029","7,825","1,262","2,367",,9.40%
"Providence County, Rhode Island","324,969",739,"16,725","37,314","9,060","40,964","14,309","3,686","20,137","33,224","92,563","30,390","13,192","12,666",,14.20%
"Washington County, Rhode Island","64,398",571,"3,746","6,707","1,914","6,379","2,162",954,"4,052","8,374","17,813","7,173","2,568","1,985",,14.60%
"Aiken County, South Carolina","72,280","1,456","4,070","11,311",520,"7,427","3,497",790,"3,049","10,395","14,245","6,635","4,514","4,371",,10.20%
"Anderson County, South Carolina","95,471",146,"6,625","16,882","2,702","12,794","5,103",861,"3,200","8,072","22,882","7,925","5,594","2,685",,10.90%
"Beaufort County, South Carolina","82,168",665,"6,944","4,602","1,161","13,048","3,764","1,480","4,492","10,556","17,848","11,307","3,110","3,191",,19.30%
"Berkeley County, South Carolina","106,919",444,"10,416","13,772","1,787","11,529","7,204","1,261","4,198","12,981","21,587","8,347","6,933","6,460",,22.20%
"Charleston County, South Carolina","210,904","1,216","16,955","14,744","5,667","19,747","8,141","3,884","12,841","31,934","46,902","28,423","10,089","10,361",,16.30%
"Darlington County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,15.50%
"Dorchester County, South Carolina","80,282",142,"7,453","10,216",955,"9,429","6,039","1,156","2,830","8,241","17,010","8,804","2,529","5,478",,13.80%
"Florence County, South Carolina","60,749",812,"4,316","10,279",816,"6,885","4,155",421,"2,690","3,474","16,125","6,329","2,302","2,145",,12.80%
"Greenville County, South Carolina","259,705","1,038","20,880","46,966","7,956","25,027","8,908","3,888","16,205","29,589","54,578","25,874","12,850","5,946",,11.90%
"Greenwood County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.90%
"Horry County, South Carolina","158,338",331,"16,530","7,339","2,993","24,440","5,686","2,957","10,924","16,690","27,022","33,924","4,981","4,521",,12.50%
"Kershaw County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.70%
"Lancaster County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.60%
"Laurens County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.90%
"Lexington County, South Carolina","146,104","1,145","12,416","12,860","4,813","16,967","8,908","2,169","12,045","15,480","30,653","12,573","7,971","8,104",,9.50%
"Oconee County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.10%
"Orangeburg County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.80%
"Pickens County, South Carolina","58,814",0,"4,881","8,603","1,434","6,598","2,648",604,"2,349","3,788","17,229","6,159","2,928","1,593",,12.00%
"Richland County, South Carolina","192,235",268,"8,799","13,182","3,122","19,021","9,647","2,497","14,297","18,908","51,159","24,237","10,212","16,886",,15.00%
"Spartanburg County, South Carolina","146,410","1,386","7,885","29,924","4,768","13,716","12,162","1,530","6,018","12,930","30,824","13,905","8,013","3,349",,11.40%
"Sumter County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.50%
"York County, South Carolina","145,129",724,"6,974","17,085","4,662","17,409","9,327","2,512","15,206","17,769","26,555","14,920","8,242","3,744",,9.20%
"Minnehaha County, South Dakota","108,018",922,"6,685","12,794","4,646","9,129","4,559","2,214","12,212","9,776","26,982","9,874","5,991","2,234",,6.80%
"Pennington County, South Dakota","56,318","1,047","4,173","4,075","1,590","6,572","3,228",558,"4,690","3,264","14,979","7,777","1,909","2,456",,11.00%
"Anderson County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.80%
"Blount County, Tennessee","62,135",581,"3,601","9,678",941,"7,012","2,515",279,"3,152","5,626","14,272","7,771","3,024","3,683",,9.30%
"Bradley County, Tennessee","50,562",475,"3,051","11,114","1,006","5,527","3,617",125,"2,926","3,704","9,906","4,242","3,431","1,438",,8.20%
"Davidson County, Tennessee","394,519",909,"28,943","28,076","8,534","36,047","22,725","11,131","29,688","54,214","89,701","50,786","18,992","14,773",,14.00%
"Greene County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.90%
"Hamilton County, Tennessee","182,370",293,"10,093","22,614","4,404","17,542","12,927","1,922","18,049","19,062","41,610","20,171","8,448","5,235",,9.20%
"Knox County, Tennessee","234,129","1,175","15,955","18,774","7,526","29,639","10,700","4,335","16,032","29,378","55,012","27,846","10,219","7,538",,9.10%
"Madison County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.30%
"Maury County, Tennessee","50,817",265,"4,308","9,389",902,"5,221","3,155",311,"2,800","4,897","9,777","3,548","3,137","3,107",,14.90%
"Montgomery County, Tennessee","85,826",566,"6,810","10,071","1,538","8,728","3,877","1,575","2,959","7,462","21,054","10,889","2,975","7,322",,13.60%
"Putnam County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.60%
"Robertson County, Tennessee","34,271",565,"3,477","3,815","1,575","3,452","2,340",351,"1,439","3,696","6,932","3,207","1,696","1,726",,8.50%
"Rutherford County, Tennessee","176,734",887,"12,144","23,787","7,737","20,603","10,852","3,592","9,344","20,516","34,669","19,228","7,983","5,392",,11.70%
"Sevier County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.40%
"Shelby County, Tennessee","440,856",923,"21,502","40,850","14,210","43,844","60,396","5,509","26,992","47,808","96,970","35,826","25,882","20,144",,10.80%
"Sullivan County, Tennessee","71,362",797,"4,685","10,390","1,591","9,149","3,731","1,013","4,605","7,120","15,056","6,663","4,578","1,984",,10.40%
"Sumner County, Tennessee","96,531",428,"6,555","11,262","3,970","11,525","7,356","1,130","5,290","10,382","21,646","9,936","3,635","3,416",,9.80%
"Washington County, Tennessee","63,994",622,"2,463","8,713","1,524","7,199","3,165",964,"2,936","7,741","16,521","8,206","2,490","1,450",,11.50%
"Williamson County, Tennessee","125,428",468,"6,313","9,328","3,569","15,257","2,922","3,478","12,295","19,057","29,678","12,846","7,277","2,940",,13.80%
"Wilson County, Tennessee","72,853",80,"6,918","7,719","2,370","8,160","5,828","1,144","4,855","6,903","17,777","6,350","2,418","2,331",,12.20%
"Angelina County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.40%
"Bastrop County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,17.20%
"Bell County, Texas","145,518","1,154","12,638","7,791","2,929","15,283","8,551","1,032","6,941","16,873","38,297","13,729","9,432","10,868",,10.90%
"Bexar County, Texas","959,285","9,538","83,769","44,999","20,083","117,017","47,474","14,447","81,896","114,947","220,230","113,897","49,154","41,834",,11.60%
"Bowie County, Texas","37,096",985,"2,845","2,571","1,345","4,372","1,782",228,"1,914","3,982","9,404","2,713","1,941","3,014",,8.90%
"Brazoria County, Texas","178,977","3,468","22,531","23,791","4,454","15,542","13,031","1,441","9,668","16,651","42,420","10,320","8,103","7,557",,12.20%
"Brazos County, Texas","112,809","2,645","7,127","6,434","2,678","11,665","4,379","1,026","5,551","11,654","35,705","14,271","6,078","3,596",,13.30%
"Cameron County, Texas","169,450","3,331","14,967","13,352","2,490","19,484","9,108","1,540","6,679","13,946","51,526","16,077","9,388","7,562",,12.90%
"Collin County, Texas","544,849","5,437","29,140","40,082","15,462","60,519","24,204","16,916","64,950","95,152","110,519","47,213","24,143","11,112",,12.40%
"Comal County, Texas","76,920","1,012","8,107","4,354","2,462","8,431","2,920","1,225","5,579","8,772","19,001","8,760","3,303","2,994",,9.90%
"Coryell County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.40%
"Dallas County, Texas","1,331,184","9,170","152,572","101,232","40,260","140,555","92,567","22,033","116,609","199,737","233,350","126,982","69,597","26,520",,10.80%
"Denton County, Texas","494,333","4,311","29,162","42,023","16,435","53,557","26,314","14,547","51,135","68,079","106,403","46,578","22,663","13,126",,17.00%
"Ector County, Texas","78,322","12,061","8,690","4,931","2,145","11,098","7,722",525,"2,773","4,427","11,389","6,645","4,536","1,380",,10.60%
"Ellis County, Texas","92,686",943,"8,542","11,696","3,521","12,631","6,258","1,635","5,842","7,988","19,738","6,472","3,595","3,825",,10.50%
"El Paso County, Texas","358,492","4,937","25,968","26,345","8,720","42,784","25,746","4,746","15,063","36,909","92,419","35,647","18,803","20,405",,14.70%
"Fort Bend County, Texas","396,843","22,476","29,378","36,300","12,649","45,742","21,744","4,971","24,929","50,067","92,318","28,563","16,773","10,933",,12.60%
"Galveston County, Texas","165,946","3,704","11,510","15,547","3,349","13,773","12,017","1,844","10,317","18,480","44,879","16,723","6,361","7,442",,17.00%
"Grayson County, Texas","62,938","1,385","5,156","7,907","1,287","8,786","4,307",265,"4,074","5,115","12,343","5,893","4,148","2,272",,17.50%
"Gregg County, Texas","55,593","2,524","2,988","5,459","1,633","5,289","2,808",211,"2,840","5,328","14,973","5,254","2,953","3,333",,11.70%
"Guadalupe County, Texas","82,178","1,183","6,913","8,582","1,711","10,308","3,763","1,069","5,930","7,390","18,429","7,839","3,544","5,517",,12.60%
"Harris County, Texas","2,295,580","77,200","251,066","211,704","75,057","243,621","159,351","24,455","130,156","290,162","449,024","206,695","125,369","51,720",,13.00%
"Harrison County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,15.10%
"Hays County, Texas","121,205","1,778","11,082","6,561","2,727","14,855","4,151","1,910","7,285","12,816","28,282","14,053","8,642","7,063",,11.80%
"Henderson County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.00%
"Hidalgo County, Texas","341,483","10,410","28,054","21,184","7,470","46,009","14,982","2,829","12,903","34,326","94,106","34,252","21,422","13,536",,9.00%
"Hunt County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.30%
"Jefferson County, Texas","106,369",874,"14,170","15,793","3,214","13,157","5,347",984,"4,611","7,585","21,500","8,237","5,642","5,255",,10.20%
"Johnson County, Texas","84,483","1,276","8,891","8,748","1,977","13,148","6,371",627,"4,300","7,574","18,019","5,894","4,325","3,333",,8.90%
"Kaufman County, Texas","66,942",510,"7,314","4,761","2,946","9,600","5,025",977,"4,636","7,109","13,878","3,469","3,145","3,572",,30.70%
"Liberty County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.00%
"Lubbock County, Texas","156,386","3,661","11,827","7,983","4,050","20,283","5,438","3,399","11,814","13,816","43,391","17,160","7,897","5,667",,25.30%
"McLennan County, Texas","114,666",711,"8,897","13,893","2,512","11,098","7,170","1,584","7,064","10,712","31,275","9,480","5,020","5,250",,7.70%
"Midland County, Texas","90,468","17,486","7,225","5,186","2,852","9,725","4,352","1,450","7,408","7,772","14,676","6,439","4,503","1,394",,12.60%
"Montgomery County, Texas","291,487","13,498","24,903","28,060","9,851","27,354","19,561","4,042","23,290","35,850","55,487","26,632","12,371","10,588",,14.00%
"Nacogdoches County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.10%
"Nueces County, Texas","165,427","4,406","17,846","10,272","3,297","21,294","8,913","1,345","10,433","15,787","36,611","15,682","11,248","8,293",,7.70%
"Orange County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.00%
"Parker County, Texas","66,074","2,155","6,057","7,053","1,910","8,736","4,040",881,"3,738","5,942","12,376","4,771","4,353","4,062",,10.70%
"Potter County, Texas","48,691","1,188","4,673","8,804",901,"6,009","2,473",88,"2,039","3,934","9,608","5,172","2,241","1,561",,7.60%
"Randall County, Texas","71,547","1,337","6,263","6,520","2,793","8,133","4,909","1,186","4,468","4,725","18,201","4,281","3,674","5,057",,9.20%
"Rockwall County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,15.10%
"San Patricio County, Texas","29,291","1,258","4,936","2,512","1,226","3,045","1,638",408,"1,184","1,918","6,858","2,467",777,"1,064",,9.60%
"Smith County, Texas","107,677","3,744","8,189","8,064","4,374","15,961","5,513","1,904","4,980","9,098","25,727","10,992","4,373","4,758",,8.60%
"Tarrant County, Texas","1,048,084","11,920","88,828","110,907","30,259","115,501","91,074","16,956","80,688","110,749","204,894","103,600","57,252","25,456",,10.30%
"Taylor County, Texas","64,083","1,734","3,867","4,902","1,335","8,109","4,460",663,"5,260","4,598","17,848","5,480","2,730","3,097",,8.20%
"Tom Green County, Texas","55,987","3,282","6,968","2,253",337,"6,472","2,718","1,365","3,526","4,836","13,258","4,710","2,971","3,291",,10.80%
"Travis County, Texas","730,185","5,769","54,520","49,083","14,109","59,876","26,971","22,812","54,567","141,310","148,403","69,125","42,348","41,292",,10.90%
"Victoria County, Texas","42,076","2,193","2,932","4,955","1,064","5,887","2,179",952,"1,255","3,032","10,961","3,582","1,448","1,636",,9.30%
"Walker County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.70%
"Webb County, Texas","117,386","4,358","5,926","4,122","4,567","17,086","15,172","1,256","4,103","9,191","27,010","10,518","5,886","8,191",,11.80%
"Wichita County, Texas","58,788","1,618","2,848","5,889","1,568","7,781","2,431","1,137","3,031","4,637","13,230","7,167","4,081","3,370",,10.00%
"Williamson County, Texas","313,115","1,341","21,856","28,179","9,299","38,991","10,954","5,896","24,370","50,277","62,614","27,429","14,634","17,275",,12.30%
"Wise County, Texas","34,650","1,994","2,894","4,000","1,000","3,872","3,417",163,"1,389","2,578","6,587","2,824","2,740","1,192",,16.50%
"Cache County, Utah","62,993","1,682","2,942","10,857",841,"7,550","2,342",394,"2,547","7,628","15,993","5,235","2,840","2,142",,11.20%
"Davis County, Utah","172,190","1,616","12,161","18,426","3,914","21,288","7,349","2,366","12,156","20,737","38,983","12,612","8,093","12,489",,8.30%
"Salt Lake County, Utah","618,705","6,955","50,427","55,160","15,073","66,400","40,418","14,331","59,508","81,219","129,305","52,592","27,242","20,075",,10.70%
"Tooele County, Utah",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.80%
"Utah County, Utah","309,211","2,846","22,514","29,117","7,972","37,069","9,294","6,608","19,483","49,890","78,976","23,868","13,103","8,471",,11.00%
"Washington County, Utah","78,146",930,"9,023","4,273","1,482","9,620","5,072",345,"6,071","9,190","17,190","7,780","4,030","3,140",,8.80%
"Weber County, Utah","133,583","1,307","10,804","16,563","3,766","17,578","5,924","2,381","7,977","12,966","24,561","10,498","5,972","13,286",,10.40%
"Chittenden County, Vermont","93,429",722,"4,106","11,333","1,764","9,353","1,984","2,097","4,242","10,013","29,366","10,322","3,578","4,549",,6.30%
"Albemarle County, Virginia","54,679","1,200","3,017","3,266",569,"4,449","1,739",441,"4,437","6,394","20,828","3,802","2,478","2,059",,12.90%
"Arlington County, Virginia","146,582",229,"4,617","3,088",856,"6,108","2,788","4,688","8,928","46,670","21,352","9,999","9,588","27,671",,8.90%
"Augusta County, Virginia","36,540",978,"3,851","4,442","1,357","4,432","1,991",761,"1,364","1,759","9,224","2,559","2,490","1,332",,7.30%
"Bedford County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.60%
"Chesterfield County, Virginia","184,935",368,"15,842","12,834","3,401","21,486","9,678","2,749","15,081","20,623","44,021","15,357","10,629","12,866",,14.60%
"Fairfax County, Virginia","620,376",386,"37,549","15,518","4,803","41,793","19,380","14,597","42,891","160,109","114,804","59,106","41,025","68,415",,10.70%
"Fauquier County, Virginia","37,506",839,"3,944","1,457",607,"4,078","2,002",798,"1,573","7,064","7,585","3,186","1,332","3,041",,10.80%
"Frederick County, Virginia","42,214",704,"3,880","3,694","1,078","4,213","2,534",708,"2,760","6,038","8,187","2,649","1,797","3,972",,13.40%
"Hanover County, Virginia","58,228",578,"5,255","3,167","1,968","6,811","3,116",592,"4,122","4,983","16,560","3,895","3,232","3,949",,11.60%
"Henrico County, Virginia","174,326","1,008","9,784","10,229","5,067","20,278","9,316","1,930","19,087","20,136","41,377","16,455","9,921","9,738",,14.30%
"James City County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.00%
"Loudoun County, Virginia","226,459","1,525","10,859","10,939","2,772","16,771","8,354","8,239","19,001","65,851","37,449","17,406","9,651","17,642",,11.10%
"Montgomery County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.90%
"Prince William County, Virginia","243,225",580,"25,052","7,810","2,707","26,076","11,408","4,068","13,798","43,171","44,604","23,537","13,486","26,928",,15.00%
"Roanoke County, Virginia","45,266",188,"2,721","3,526","1,483","4,744","3,418",709,"3,670","3,310","12,583","4,523","2,357","2,034",,7.70%
"Rockingham County, Virginia","41,535","1,829","3,592","6,303",816,"4,565","2,479",299,"1,275","2,466","10,664","3,855","2,263","1,129",,12.50%
"Spotsylvania County, Virginia","66,206",239,"6,047","1,947","1,690","9,196","2,916",458,"3,495","11,974","12,732","4,555","3,923","7,034",,13.50%
"Stafford County, Virginia","75,708",75,"4,877","2,329","1,086","8,128","5,249",669,"2,812","12,037","15,780","5,840","3,181","13,645",,15.20%
"York County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.10%
"Alexandria city, Virginia","99,391",151,"4,075","2,308",288,"4,441","5,243","2,044","7,506","23,718","19,175","7,648","7,169","15,625",,11.60%
"Chesapeake city, Virginia","110,788",2,"7,363","8,420","1,498","11,342","6,812","2,022","7,420","14,154","29,567","7,294","5,503","9,391",,14.80%
"Hampton city, Virginia","62,004",115,"4,012","7,798",699,"7,372","2,653","1,245","4,241","8,361","14,089","4,990","2,487","3,942",,12.50%
"Lynchburg city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.10%
"Newport News city, Virginia","80,245",76,"4,626","9,597","1,865","10,640","4,543",893,"2,791","8,683","17,965","10,131","3,418","5,017",,9.80%
"Norfolk city, Virginia","105,766",157,"6,218","8,484","1,927","11,337","5,566","1,613","6,303","12,645","24,589","15,012","4,843","7,072",,16.70%
"Portsmouth city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.70%
"Richmond city, Virginia","125,173",375,"8,587","7,521","2,318","14,835","6,591","1,032","11,224","16,676","30,639","12,885","6,758","5,732",,18.20%
"Roanoke city, Virginia","48,902",135,"1,907","5,416",807,"6,900","4,210",612,"2,750","5,021","11,108","4,462","3,496","2,078",,12.80%
"Suffolk city, Virginia","44,168",259,"2,107","4,534",702,"5,196","3,716","1,211","2,461","4,091","9,481","3,720","1,798","4,892",,10.10%
"Virginia Beach city, Virginia","225,697",694,"14,078","12,096","3,383","23,658","10,542","2,702","17,089","30,657","56,324","25,778","11,645","17,051",,13.30%
"Benton County, Washington","94,926","4,977","8,227","7,136","2,230","8,109","6,968",700,"3,146","13,529","21,771","9,340","4,190","4,603",,10.50%
"Chelan County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.50%
"Clallam County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.80%
"Clark County, Washington","236,397","1,757","22,228","24,764","8,086","25,052","17,475","3,771","12,309","29,286","50,373","19,780","11,674","9,842",,10.20%
"Cowlitz County, Washington","44,445",578,"3,305","9,049","1,272","5,200","2,897",371,"1,650","3,247","10,774","2,332","1,682","2,088",,12.20%
"Franklin County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.60%
"Grant County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.90%
"Grays Harbor County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.90%
"Island County, Washington","34,304",848,"2,364","4,104",673,"4,318","1,914",836,"1,838","2,567","7,975","2,870","1,836","2,161",,13.40%
"King County, Washington","1,266,133","5,130","67,422","112,347","34,535","149,777","63,453","48,048","70,141","263,369","249,105","111,516","56,961","34,329",,10.60%
"Kitsap County, Washington","118,480","1,006","7,333","11,957","1,174","13,109","5,999","1,624","5,983","14,792","24,102","13,573","4,702","13,126",,8.00%
"Lewis County, Washington","33,992","2,125","3,711","3,027",586,"4,367","2,510",384,"1,502","2,787","6,597","3,276","1,453","1,667",,6.00%
"Mason County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,16.70%
"Pierce County, Washington","433,056","2,689","40,949","40,310","15,610","49,045","30,745","3,930","20,996","44,339","94,251","38,677","24,898","26,617",,12.50%
"Skagit County, Washington","56,872","3,388","5,240","8,118","1,170","7,892","2,731",384,"1,798","4,125","11,181","5,252","2,286","3,307",,10.80%
"Snohomish County, Washington","422,584","3,657","38,006","56,262","9,936","46,752","17,687","8,660","26,064","60,021","81,675","31,378","24,027","18,459",,12.20%
"Spokane County, Washington","238,754","2,440","17,343","15,340","8,323","25,746","13,696","2,946","16,886","24,373","67,976","23,448","10,414","9,823",,10.40%
"Thurston County, Washington","135,360","2,609","11,050","8,666","3,464","17,197","5,992","1,515","5,805","12,268","25,857","14,111","4,814","22,012",,10.70%
"Whatcom County, Washington","109,586","2,391","9,061","12,103","1,907","13,973","4,511","1,638","5,156","10,307","25,078","10,800","6,601","6,060",,13.60%
"Yakima County, Washington","109,942","20,212","5,848","8,586","4,182","12,107","8,486","1,271","1,759","6,033","22,216","7,776","4,692","6,774",,11.50%
"Berkeley County, West Virginia","59,463",797,"3,750","6,859","1,445","8,034","5,931","1,149","1,850","5,632","14,018","3,821","1,766","4,411",,7.40%
