County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"Centre County, Pennsylvania","73,162","1,256","3,310","6,465",774,"8,400","2,088",774,"3,896","4,476","29,332","7,405","3,218","1,768",,14.40%
"Chester County, Pennsylvania","252,993","6,745","12,814","33,512","7,384","28,157","8,482","4,615","24,447","36,113","57,072","17,876","10,254","5,522",,5.10%
"Clearfield County, Pennsylvania","33,430","1,570","2,510","3,529",775,"4,126","2,626",274,"1,233","1,873","9,132","1,981","2,308","1,493",,2.80%
"Columbia County, Pennsylvania","30,787",501,"1,542","5,770",825,"2,915","1,467",356,"1,539","1,712","9,415","1,987","1,566","1,192",,4.80%
"Crawford County, Pennsylvania","37,687","1,392","2,382","7,199",761,"4,348","1,770",546,"1,190","1,847","9,355","3,164","2,141","1,592",,4.80%
"Cumberland County, Pennsylvania","119,635","1,251","6,568","9,523","4,274","15,038","6,520","1,295","9,874","11,701","27,464","9,050","5,448","11,629",,4.20%
"Dauphin County, Pennsylvania","129,444",948,"7,709","11,410","4,473","13,709","8,141","1,500","10,587","12,614","30,134","11,069","4,318","12,832",,5.90%
"Delaware County, Pennsylvania","265,831",932,"14,480","22,333","5,459","26,050","13,653","6,174","22,735","29,857","80,923","21,599","13,044","8,592",,10.60%
"Erie County, Pennsylvania","125,071",879,"5,572","23,546","2,529","13,718","4,958","1,374","5,555","7,728","35,734","12,285","6,002","5,191",,6.10%
"Fayette County, Pennsylvania","52,157","1,242","2,954","4,997","1,952","7,535","3,105","1,271","2,109","3,251","13,060","6,041","2,351","2,289",,3.10%
"Franklin County, Pennsylvania","68,976","2,286","4,639","10,932","1,730","8,304","2,816","1,037","3,130","4,317","15,550","5,894","4,002","4,339",,3.20%
"Indiana County, Pennsylvania","38,219","1,887","2,895","3,856","1,170","4,001","2,273",348,"2,090","1,418","10,986","3,386","2,675","1,234",,3.70%
"Lackawanna County, Pennsylvania","96,839",396,"4,485","10,634","3,421","10,995","4,126","1,707","6,122","6,630","29,419","7,331","5,042","6,531",,4.30%
"Lancaster County, Pennsylvania","249,828","7,495","19,926","42,392","10,453","31,478","10,551","3,604","14,267","17,670","54,987","17,781","12,097","7,127",,4.90%
"Lawrence County, Pennsylvania","38,593",491,"2,806","4,545","1,190","6,417","2,812",409,"1,571","2,624","9,590","3,307","1,647","1,184",,11.20%
"Lebanon County, Pennsylvania","62,284","1,512","2,905","8,466","3,103","7,545","3,097","1,432","2,822","3,623","17,097","4,552","3,134","2,996",,5.70%
"Lehigh County, Pennsylvania","160,616",403,"7,957","23,169","4,534","19,524","7,275","5,031","8,688","18,265","43,282","11,783","6,586","4,119",,4.80%
"Luzerne County, Pennsylvania","142,502","1,017","6,521","18,953","5,246","20,031","9,319","2,346","7,743","11,345","35,853","11,524","5,017","7,587",,5.50%
"Lycoming County, Pennsylvania","52,784",538,"2,861","8,964","1,165","6,666","3,578",723,"2,522","3,694","11,913","4,342","3,227","2,591",,6.50%
"Mercer County, Pennsylvania","48,826",841,"2,453","8,755",943,"5,869","2,505",723,"1,884","2,824","14,314","3,491","1,744","2,480",,3.30%
"Monroe County, Pennsylvania","73,031","1,006","4,466","6,480","1,742","11,605","4,960",912,"3,912","5,665","16,519","9,462","2,701","3,601",,4.90%
"Montgomery County, Pennsylvania","411,517","1,750","23,472","47,202","12,669","43,224","14,631","9,183","41,825","58,720","102,572","26,997","17,919","11,353",,5.80%
"Northampton County, Pennsylvania","136,335",207,"6,513","21,400","4,623","15,492","6,885","3,857","8,513","13,271","35,865","9,957","5,881","3,871",,5.10%
"Northumberland County, Pennsylvania","41,077","1,538","2,570","5,145",994,"6,271","2,232",908,"1,713","1,666","10,454","3,385","1,222","2,979",,3.80%
"Philadelphia County, Pennsylvania","597,521","1,065","21,677","42,841","11,982","60,638","30,368","11,409","36,268","70,778","182,275","58,846","30,753","38,621",,13.10%
"Schuylkill County, Pennsylvania","63,159","1,674","3,394","10,667","1,659","9,500","4,118","1,172","1,938","4,098","15,447","3,309","2,847","3,336",,3.50%
"Somerset County, Pennsylvania","32,971","1,612","2,404","4,869",812,"3,785","1,884",575,"1,075","1,971","6,722","3,863","1,473","1,926",,4.50%
"Washington County, Pennsylvania","95,951","2,157","7,583","10,490","2,800","9,270","6,081","1,369","6,202","8,670","23,499","9,692","4,951","3,187",,4.90%
"Westmoreland County, Pennsylvania","167,264","1,068","10,009","22,305","6,508","21,512","11,069","2,631","7,741","14,426","42,758","12,021","9,100","6,116",,5.00%
"York County, Pennsylvania","215,887","2,060","16,491","37,638","6,398","26,091","11,001","3,047","10,571","19,429","47,540","15,515","10,705","9,401",,4.90%
"Kent County, Rhode Island","80,650",236,"3,814","9,704","2,431","12,274","3,337","1,269","7,314","6,645","18,763","7,721","3,360","3,782",,4.90%
"Newport County, Rhode Island",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,2.00%
"Providence County, Rhode Island","279,266",297,"11,888","36,307","8,819","36,297","9,960","5,827","19,035","25,109","73,275","28,482","12,004","11,966",,6.50%
"Washington County, Rhode Island","63,718",131,"4,952","5,786",824,"6,981","1,666",699,"3,778","5,258","18,505","9,069","2,434","3,635",,3.90%
"Aiken County, South Carolina","65,366",876,"5,158","12,113","1,387","7,090","3,579","1,214","2,956","6,271","14,195","4,757","2,399","3,371",,6.20%
"Anderson County, South Carolina","77,245",717,"4,689","17,369","1,762","10,173","3,758",589,"2,787","4,970","18,361","5,131","4,164","2,775",,7.10%
"Beaufort County, South Carolina","61,870",736,"6,460","3,402","1,256","8,541","1,170","1,529","4,812","8,046","11,081","7,966","2,819","4,052",,13.80%
"Berkeley County, South Carolina","75,784",64,"6,198","8,767","1,702","8,645","4,943","2,344","3,335","7,694","15,516","7,535","3,873","5,168",,7.90%
"Charleston County, South Carolina","166,893","1,130","11,658","10,606","3,693","19,761","7,935","4,608","9,211","22,060","37,293","21,054","8,380","9,504",,11.10%
"Darlington County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.10%
"Dorchester County, South Carolina","61,291",268,"3,953","8,134","1,505","9,209","3,069",367,"3,177","4,768","13,649","6,145","2,255","4,792",,5.20%
"Florence County, South Carolina","55,503",385,"2,179","5,115","1,368","6,899","2,988",595,"4,650","5,013","14,801","4,959","3,972","2,579",,5.70%
"Greenville County, South Carolina","205,346",750,"14,704","31,765","8,711","21,177","6,411","3,987","11,544","24,432","42,950","22,735","10,370","5,810",,7.20%
"Greenwood County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.30%
"Horry County, South Carolina","118,696",902,"9,721","4,126","1,975","19,823","3,907","1,938","7,652","9,939","22,921","24,771","5,505","5,516",,4.90%
"Lancaster County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.60%
"Laurens County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.80%
"Lexington County, South Carolina","126,322","2,302","8,297","12,256","4,305","15,717","6,176","1,660","9,775","11,217","29,119","9,469","6,183","9,846",,4.90%
"Oconee County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.60%
"Orangeburg County, South Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.80%
"Pickens County, South Carolina","47,668",512,"4,813","7,099","1,034","5,821","2,567",438,"1,734","3,484","11,173","5,155","1,914","1,924",,6.70%
"Richland County, South Carolina","172,686",543,"9,214","11,214","3,482","20,011","6,954","4,588","13,910","17,698","44,105","17,604","8,011","15,352",,5.20%
"Spartanburg County, South Carolina","122,856","1,134","7,651","25,358","4,979","16,055","6,053","2,710","4,785","9,285","23,928","11,910","6,508","2,500",,7.00%
"Sumter County, South Carolina","38,806",264,"2,881","4,454",418,"5,149","1,075",439,"1,332","2,991","10,785","2,647","2,641","3,730",,6.50%
"York County, South Carolina","104,892",680,"5,572","14,608","4,901","11,701","6,426","1,566","8,101","10,751","23,550","8,828","4,736","3,472",,7.10%
"Minnehaha County, South Dakota","90,822","1,333","4,568","9,994","3,274","11,358","3,177","1,432","12,323","6,061","23,590","7,211","3,680","2,821",,3.30%
"Pennington County, South Dakota","49,655","1,247","2,599","2,071","1,518","5,238","2,781","1,079","3,412","5,855","12,066","7,018","1,746","3,025",,3.00%
"Anderson County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.60%
"Blount County, Tennessee","53,888",470,"4,271","6,846","1,603","7,454","2,803",938,"3,255","6,815","11,844","3,603","1,916","2,070",,3.60%
"Bradley County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.80%
"Davidson County, Tennessee","303,923","1,007","19,621","19,955","7,549","38,244","11,799","9,415","19,974","30,115","77,468","37,083","16,588","15,105",,5.30%
"Greene County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.30%
"Hamilton County, Tennessee","157,077",323,"11,260","19,729","3,991","15,643","10,813","2,935","12,570","17,025","32,974","16,706","7,579","5,529",,5.80%
"Knox County, Tennessee","202,584","1,053","14,186","15,422","8,072","27,969","8,359","4,973","11,654","26,239","50,341","15,979","11,804","6,533",,4.30%
"Madison County, Tennessee","40,867",427,"2,946","4,102",989,"4,119","1,987",367,"1,396","3,104","13,623","3,887","1,571","2,349",,8.70%
"Maury County, Tennessee","35,773",421,"2,534","4,510",562,"5,171",806,384,"1,827","3,343","7,417","5,108","1,892","1,798",,5.10%
"Montgomery County, Tennessee","69,666",125,"4,333","8,612","1,526","9,561","4,213",939,"3,320","6,432","16,018","6,119","2,731","5,737",,6.50%
"Putnam County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.10%
"Robertson County, Tennessee","29,688",853,"1,758","5,201",652,"3,583","2,369",742,"1,068","2,551","6,510",979,"1,826","1,596",,4.70%
"Rutherford County, Tennessee","125,127",544,"8,560","15,038","4,201","14,900","6,591","3,851","9,659","12,321","29,373","8,387","4,926","6,776",,4.70%
"Sevier County, Tennessee",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.10%
"Shelby County, Tennessee","407,623",707,"21,926","32,573","15,749","45,463","45,583","6,493","22,904","42,147","91,893","40,261","21,577","20,347",,7.50%
"Sullivan County, Tennessee","63,476",830,"4,080","10,638",746,"9,561","2,604","1,137","2,404","5,058","16,000","5,621","2,475","2,322",,5.40%
"Sumner County, Tennessee","73,536",675,"4,477","9,122","2,760","10,682","3,557","1,699","4,644","6,994","13,232","8,336","4,156","3,202",,4.80%
"Washington County, Tennessee","55,280",124,"4,085","5,163","1,102","6,013","1,913","1,475","3,373","3,152","16,778","7,155","2,984","1,963",,5.60%
"Williamson County, Tennessee","87,222",783,"4,618","5,651","2,929","8,792","3,188","2,956","8,348","11,838","23,681","6,858","4,391","3,189",,4.50%
"Wilson County, Tennessee","50,865",256,"4,128","5,252","1,855","5,657","2,909","1,056","4,588","4,169","12,234","3,499","1,912","3,350",,4.40%
"Angelina County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.80%
"Bastrop County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.00%
"Bell County, Texas","119,458",951,"6,982","8,121","2,467","14,503","4,888","2,087","5,823","9,700","32,644","13,769","5,218","12,305",,8.10%
"Bexar County, Texas","760,305","4,927","57,977","44,085","17,856","91,582","33,852","16,812","68,081","82,671","175,816","80,070","39,182","47,394",,6.20%
"Bowie County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.50%
"Brazoria County, Texas","143,049","3,314","13,758","18,032","4,932","14,743","8,227","2,308","6,733","15,364","34,735","8,339","6,193","6,371",,6.20%
"Brazos County, Texas","89,526","2,456","6,098","5,826","1,678","8,656","2,318",724,"4,365","9,716","30,807","9,677","4,811","2,394",,5.90%
"Cameron County, Texas","142,057","3,544","11,428","6,469","3,182","15,396","7,922","3,609","4,256","11,143","42,816","13,255","9,285","9,752",,5.80%
"Collin County, Texas","398,911","4,111","15,700","43,305","10,955","47,932","12,804","16,902","43,698","63,104","81,520","28,859","15,940","14,081",,4.90%
"Comal County, Texas","50,126",611,"5,606","4,170","1,450","7,554","2,477","1,215","3,082","4,111","10,593","4,292","2,327","2,638",,9.90%
"Coryell County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.20%
"Dallas County, Texas","1,107,409","7,371","101,760","110,618","28,738","117,273","64,592","27,332","107,710","144,022","199,218","101,238","64,829","32,708",,7.40%
"Denton County, Texas","348,902","4,195","16,422","32,115","11,161","40,634","18,865","11,957","37,025","47,079","72,276","30,318","18,198","8,657",,3.80%
"Ector County, Texas","62,517","7,202","3,658","5,103","2,692","7,764","3,811","1,189","3,654","4,007","11,630","5,110","4,766","1,931",,4.60%
"Ellis County, Texas","69,135",728,"6,351","9,590","2,041","6,738","3,970","1,422","4,887","4,543","16,195","6,463","3,722","2,485",,6.00%
"El Paso County, Texas","304,833","2,587","20,692","21,922","8,040","40,150","20,144","9,301","13,717","29,620","74,740","25,755","14,819","23,346",,5.30%
"Fort Bend County, Texas","276,190","11,304","16,695","26,673","8,989","32,434","12,109","4,591","19,489","36,916","65,173","17,601","14,084","10,132",,7.30%
"Galveston County, Texas","139,605","2,072","12,165","15,152","3,492","11,808","8,910","2,310","9,593","15,530","32,418","13,625","5,902","6,628",,7.50%
"Grayson County, Texas","52,118","1,889","4,017","8,933","1,003","5,154","1,701",204,"3,445","4,014","12,837","4,773","2,467","1,681",,5.50%
"Gregg County, Texas","52,629","3,069","3,807","6,506","2,346","5,161","2,244",559,"2,377","5,321","10,485","6,566","2,953","1,235",,5.60%
"Guadalupe County, Texas","63,170","1,056","4,337","6,255","1,797","10,028","2,292",895,"2,410","5,097","14,458","5,366","3,188","5,991",,4.00%
"Harris County, Texas","1,903,488","51,200","189,374","200,240","66,415","211,396","121,042","25,551","106,098","243,663","358,369","160,442","111,554","58,144",,7.30%
"Harrison County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.30%
"Hays County, Texas","73,010",559,"5,608","5,128","1,965","10,147","3,375","1,289","3,513","7,780","19,514","5,688","4,192","4,252",,8.30%
"Henderson County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.80%
"Hidalgo County, Texas","278,649","8,941","20,905","14,005","8,340","39,925","11,765","4,201","11,678","22,033","88,723","22,651","15,456","10,026",,3.80%
"Hunt County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.50%
"Jefferson County, Texas","100,420","2,291","9,595","10,147","2,674","12,081","4,248","1,287","4,466","9,859","24,461","9,232","5,703","4,376",,15.20%
"Johnson County, Texas","67,377","3,287","5,790","10,357","1,829","7,023","4,054",663,"3,703","4,613","15,678","3,676","2,638","4,066",,5.50%
"Kaufman County, Texas","47,829",252,"4,779","5,885","2,290","5,090","2,782",798,"3,311","4,046","10,221","3,151","2,422","2,802",,3.40%
"Liberty County, Texas","29,830","1,973","3,332","3,423",454,"2,546","2,116",287,"1,620","1,897","6,198","1,590","2,448","1,946",,3.80%
"Lubbock County, Texas","132,933","3,609","9,055","7,409","4,492","18,185","4,376","1,977","6,449","12,506","38,403","14,636","7,053","4,783",,4.00%
"McLennan County, Texas","105,442","1,335","6,641","12,532","2,877","13,507","3,783","1,953","7,543","7,556","28,977","9,845","4,859","4,034",,5.70%
"Midland County, Texas","65,211","12,968","4,636","3,129","2,835","7,601","2,957","1,133","2,822","4,882","10,431","5,043","4,075","2,699",,4.20%
"Montgomery County, Texas","215,009","9,405","21,068","22,061","8,901","25,282","15,870","3,405","14,054","21,420","38,643","18,884","9,206","6,810",,6.80%
"Nueces County, Texas","148,320","3,925","9,803","8,384","3,754","19,530","8,655","2,300","7,881","12,860","39,186","15,680","7,728","8,634",,5.00%
"Orange County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.80%
"Parker County, Texas","49,573","3,474","4,627","4,313","1,041","5,666","4,032",723,"2,371","3,294","10,156","3,929","2,995","2,952",,5.40%
"Potter County, Texas","55,823",660,"5,919","5,914","1,444","8,976","2,454",840,"2,555","3,640","11,362","6,410","3,460","2,189",,5.90%
"Randall County, Texas","62,295",863,"2,692","5,116","2,762","8,967","3,624",575,"4,779","4,756","16,812","3,876","3,827","3,646",,3.80%
"Rockwall County, Texas","37,685",521,"1,945","4,337","1,674","4,952","1,748",992,"1,745","5,509","8,228","2,681","1,352","2,001",,6.20%
"San Patricio County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.50%
"Smith County, Texas","96,804","3,485","5,273","7,531","3,493","12,990","3,319","1,909","5,589","10,117","24,882","10,072","4,785","3,359",,4.20%
"Tarrant County, Texas","864,346","8,816","65,169","97,359","30,110","96,605","64,465","21,003","74,396","88,965","162,329","77,516","44,366","33,247",,5.30%
"Taylor County, Texas","58,811",994,"4,328","2,038","2,137","6,560","2,279",860,"4,485","5,139","17,069","5,577","3,710","3,635",,7.40%
"Tom Green County, Texas","45,313","1,980","2,594","4,165","1,098","5,626",976,996,"1,891","4,252","12,506","3,867","2,058","3,304",,5.90%
"Travis County, Texas","529,422","2,804","40,546","48,124","11,409","56,439","13,867","12,758","35,689","81,962","104,911","56,804","28,541","35,568",,4.80%
"Victoria County, Texas","39,051","2,173","2,604","4,413","1,469","5,087","1,812",507,"2,137","2,758","9,437","4,214","1,402","1,038",,2.70%
"Walker County, Texas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.40%
"Webb County, Texas","99,263","2,685","6,173","2,679","4,164","12,304","12,232",327,"4,107","8,674","22,636","8,214","5,971","9,097",,4.30%
"Wichita County, Texas","54,933","1,514","3,185","4,749","1,243","8,353","1,835","1,530","3,184","3,585","12,558","4,349","3,946","4,902",,6.40%
"Williamson County, Texas","211,294","1,566","12,305","24,602","5,974","27,528","6,618","3,152","15,451","29,444","44,913","15,135","10,932","13,674",,4.70%
"Cache County, Utah","53,994","1,176","2,842","9,652",697,"7,371","1,538","1,259","2,355","4,301","14,603","4,072","1,832","2,296",,5.40%
"Davis County, Utah","135,508",670,"6,953","14,171","3,320","15,306","6,391","2,522","10,055","17,186","29,384","8,674","6,511","14,365",,4.90%
"Salt Lake County, Utah","488,889","3,979","34,171","52,731","19,334","59,514","24,161","12,455","40,536","56,542","97,374","42,860","23,117","22,115",,4.60%
"Utah County, Utah","213,455","4,005","11,252","21,453","4,933","27,748","6,265","5,476","12,660","27,976","58,832","16,072","9,814","6,969",,5.70%
"Washington County, Utah","51,780",642,"4,622","2,370","1,343","8,884","2,958",766,"2,486","4,918","12,742","5,582","2,864","1,603",,3.40%
"Weber County, Utah","105,540",713,"5,691","17,392","3,959","14,144","2,932","1,694","4,623","9,325","22,541","7,768","3,966","10,792",,4.40%
"Chittenden County, Vermont","86,951",801,"4,428","8,881","1,063","10,878","1,898","1,539","4,764","9,983","24,295","10,820","3,931","3,670",,3.80%
"Albemarle County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.00%
"Arlington County, Virginia","132,893",128,"6,045","2,856","1,214","8,164","2,506","3,691","7,661","32,569","23,591","10,137","10,638","23,693",,5.10%
"Augusta County, Virginia","33,299",875,"2,281","6,377",590,"4,815","1,638",631,"1,492","2,421","6,875","1,885","2,034","1,385",,3.50%
"Bedford County, Virginia","31,643",218,"2,506","5,156",900,"4,112","1,406",422,"1,166","2,580","7,318","2,303","2,107","1,449",,6.00%
"Chesterfield County, Virginia","153,477",537,"10,076","13,200","4,638","18,732","7,249","2,368","15,406","16,214","35,219","9,026","6,988","13,824",,7.40%
"Fairfax County, Virginia","582,131","1,052","33,637","19,999","7,456","43,621","17,823","18,673","41,097","139,634","92,976","54,128","35,130","76,905",,6.30%
"Fauquier County, Virginia","31,100","1,328","2,591","2,636",613,"3,604","1,010",873,571,"4,652","7,256","1,637","1,442","2,887",,7.30%
"Frederick County, Virginia","36,149","1,758","3,727","2,500","1,415","3,936","1,406",604,"1,620","3,650","9,160","2,252","1,403","2,718",,5.60%
"Hanover County, Virginia","50,145",729,"3,525","3,174","1,543","6,005","2,912",910,"4,716","6,010","10,959","2,887","2,991","3,784",,5.60%
"Henrico County, Virginia","153,357",72,"7,112","10,400","4,453","17,700","6,267","2,183","22,797","21,970","31,471","12,998","6,205","9,729",,6.70%
"James City County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.20%
"Loudoun County, Virginia","169,495","1,093","7,187","6,832","2,167","17,995","5,821","7,608","11,108","46,219","27,998","13,215","8,230","14,022",,6.30%
"Montgomery County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.90%
"Prince William County, Virginia","200,492","1,131","18,319","7,752","2,716","22,873","7,411","4,783","10,943","38,105","35,335","11,682","8,169","31,273",,6.90%
"Roanoke County, Virginia","47,309",216,"2,648","4,713","1,495","5,779","3,289",325,"5,659","4,842","11,584","2,222","2,136","2,401",,7.40%
"Rockingham County, Virginia","35,659","2,134","2,833","4,941",749,"4,518","2,178",382,"1,435","2,321","8,678","2,393","1,708","1,389",,7.40%
"Spotsylvania County, Virginia","58,833",376,"4,657","2,948",993,"8,436","3,051","1,018","2,945","6,859","12,185","5,390","2,666","7,309",,7.40%
"Stafford County, Virginia","61,500",338,"3,800","1,889",705,"5,957","2,181","1,033","2,883","8,488","12,244","4,504","3,541","13,937",,6.90%
"York County, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.00%
"Alexandria city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.80%
"Chesapeake city, Virginia","107,525",777,"7,356","7,470","3,126","12,792","5,023","2,980","6,249","12,634","24,876","9,552","4,560","10,130",,6.70%
"Hampton city, Virginia","59,432",197,"3,958","7,368","1,480","6,861","1,155",871,"2,765","7,722","12,814","5,001","3,302","5,938",,5.50%
"Lynchburg city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.10%
"Newport News city, Virginia","76,819",0,"3,716","10,398","1,055","10,540","2,761","1,723","3,823","7,716","16,591","7,908","2,836","7,752",,7.70%
"Norfolk city, Virginia","105,268",358,"9,219","6,184","2,703","12,256","4,929","2,483","4,959","10,831","23,378","11,091","5,876","11,001",,8.30%
"Portsmouth city, Virginia","40,251",115,"2,832","3,792",616,"5,138","2,253","1,040","2,067","3,875","8,189","4,610","2,397","3,327",,6.50%
"Richmond city, Virginia","94,948",81,"4,814","8,574","1,768","10,149","3,831","1,845","8,484","12,753","21,583","10,724","4,378","5,964",,6.60%
"Roanoke city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.20%
"Suffolk city, Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.10%
"Virginia Beach city, Virginia","213,470",467,"14,883","13,232","5,265","25,255","7,393","4,674","15,716","27,886","44,330","23,527","9,312","21,530",,5.20%
"Benton County, Washington","81,618","4,673","6,716","6,096","2,284","9,804","5,712","1,188","3,313","14,219","15,402","4,466","3,214","4,531",,4.90%
"Chelan County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.60%
"Clallam County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.50%
"Clark County, Washington","182,659","1,069","13,707","22,481","6,125","22,971","14,271","4,405","11,997","18,793","37,554","12,300","8,715","8,271",,5.00%
"Cowlitz County, Washington","38,046","1,524","2,155","6,013",790,"4,595","2,457",43,"1,819","3,127","8,626","2,534","1,707","2,656",,3.70%
"Franklin County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.90%
"Grant County, Washington","35,473","6,732","1,346","3,814","1,182","3,634","2,426",273,900,"2,067","7,673","2,135","1,721","1,570",,5.90%
"Grays Harbor County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.80%
"Island County, Washington",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.70%
"King County, Washington","992,192","5,282","47,311","115,628","29,644","110,420","46,184","28,013","64,725","173,891","199,970","87,809","46,945","36,370",,5.30%
"Kitsap County, Washington","105,492",637,"7,632","11,513",545,"12,752","4,494","2,393","5,245","10,334","23,781","9,607","5,668","10,891",,3.50%
"Lewis County, Washington","28,303","1,808","3,079","3,085",443,"4,472","1,855",243,687,"1,676","5,674","2,335","1,154","1,792",,4.50%
"Pierce County, Washington","344,597","1,805","26,163","32,204","11,411","45,296","18,649","6,231","19,553","29,824","78,096","31,707","18,035","25,623",,5.20%
"Skagit County, Washington","49,678","1,728","3,630","6,133","1,785","7,192","1,544",795,"2,345","4,185","10,137","4,081","2,592","3,531",,3.40%
"Snohomish County, Washington","341,476","3,087","25,649","52,356","9,018","41,450","12,565","10,277","20,732","34,143","68,169","28,173","18,961","16,896",,4.20%
"Spokane County, Washington","210,995","1,283","11,480","17,751","8,057","27,001","10,771","3,991","13,543","20,869","57,408","18,243","10,145","10,453",,5.30%
"Thurston County, Washington","110,855","2,692","7,035","5,880","2,906","10,960","4,367","1,650","4,986","9,013","23,534","7,578","6,572","23,682",,4.40%
"Whatcom County, Washington","94,053","2,221","5,984","8,968","2,905","10,735","3,388","2,139","6,474","11,241","21,453","10,074","3,936","4,535",,2.80%
"Yakima County, Washington","100,062","15,444","5,454","6,886","8,025","11,183","5,687",824,"3,317","5,071","22,561","7,962","3,214","4,434",,5.90%
"Berkeley County, West Virginia","46,309",48,"2,722","5,549","1,116","5,793","4,318",671,"2,650","3,282","9,350","3,974","2,042","4,794",,3.50%
"Cabell County, West Virginia","41,357",498,"1,917","2,773",620,"6,061","1,582","1,222","1,415","3,301","12,678","5,025","2,371","1,894",,5.30%
"Harrison County, West Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,2.70%
"Kanawha County, West Virginia","88,143","2,674","4,268","4,099","3,376","11,046","4,107","2,154","4,887","7,575","22,116","9,401","4,213","8,227",,7.00%
"Monongalia County, West Virginia","47,044","1,411","2,564","3,588",672,"4,713",971,783,"2,024","4,265","17,881","5,627","1,332","1,213",,2.70%
"Raleigh County, West Virginia",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,2.80%
"Wood County, West Virginia","36,534",402,"2,676","4,108",746,"5,083","2,253",480,"1,801","3,009","8,977","3,599","1,472","1,928",,13.40%
"Brown County, Wisconsin","122,441","2,037","5,223","22,287","4,038","14,015","6,789","2,847","9,320","9,228","26,028","12,902","3,302","4,425",,3.90%
"Dane County, Wisconsin","270,763","2,936","12,827","25,060","7,965","23,630","8,753","5,618","21,298","33,205","77,748","26,487","10,849","14,387",,4.70%
"Dodge County, Wisconsin","41,826","1,838","2,611","10,847",824,"5,054","1,878","1,104","1,078","2,279","8,293","2,621","1,733","1,666",,4.10%
"Eau Claire County, Wisconsin","53,415",641,"2,460","6,303","1,480","7,289","2,036","1,163","2,618","3,958","14,872","6,607","1,963","2,025",,5.00%
"Fond du Lac County, Wisconsin","52,211","2,152","3,179","11,509","1,235","5,549","2,555",882,"2,588","2,999","11,660","3,475","2,507","1,921",,3.00%
"Jefferson County, Wisconsin","42,680","1,136","2,468","8,194","1,729","5,133","2,062",339,"1,783","3,417","8,989","3,813","1,585","2,032",,4.70%
"Kenosha County, Wisconsin","76,682",571,"4,053","13,677","2,357","10,012","4,237","1,224","3,659","6,997","17,230","6,650","2,590","3,425",,10.60%
"La Crosse County, Wisconsin","60,290",402,"2,076","8,822","1,505","9,704","2,918",925,"2,848","4,258","16,705","6,211","2,052","1,864",,3.80%
"Manitowoc County, Wisconsin","40,240","1,690","1,972","11,994",830,"3,893","1,908",287,"1,653","1,928","7,524","3,571","1,442","1,548",,3.70%
